Galaksi,Sinif,R_kpc,Sigma_yildiz_Msun_pc2,g_bar_ms2,F4_payi,bastirma_s,M_tut_bolu_m_n
NGC2841,Sb–Sbc,5.13,206.61,2.985e-10,0.194,3.9754,15.8038
NGC2841,Sb–Sbc,5.48,191.99,2.764e-10,0.211,3.8507,14.8277
NGC2841,Sb–Sbc,5.83,176.31,2.566e-10,0.227,3.8302,14.6703
NGC2841,Sb–Sbc,6.16,170.37,2.405e-10,0.240,3.6664,13.4423
NGC2841,Sb–Sbc,6.51,164.66,2.289e-10,0.250,3.4696,12.0378
NGC2841,Sb–Sbc,6.86,150.44,2.185e-10,0.260,3.3411,11.1632
NGC2841,Sb–Sbc,7.18,138.35,2.093e-10,0.268,3.2970,10.8704
NGC2841,Sb–Sbc,7.51,129.88,2.007e-10,0.276,3.0051,9.0307
NGC2841,Sb–Sbc,7.85,120.64,1.937e-10,0.283,2.9289,8.5785
NGC2841,Sb–Sbc,8.21,107.27,1.862e-10,0.290,2.8989,8.4034
NGC2841,Sb–Sbc,8.57,93.53,1.778e-10,0.298,2.8762,8.2726
NGC2841,Sb–Sbc,8.90,83.83,1.700e-10,0.305,2.7502,7.5636
NGC2841,Sb–Sbc,9.24,75.21,1.618e-10,0.313,2.7682,7.6631
NGC2841,Sb–Sbc,9.60,68.06,1.535e-10,0.322,2.7291,7.4482
NGC2841,Sb–Sbc,9.93,63.19,1.469e-10,0.329,2.6603,7.0770
NGC2841,Sb–Sbc,10.27,59.35,1.411e-10,0.335,2.5879,6.6974
NGC2841,Sb–Sbc,10.60,54.08,1.358e-10,0.341,2.6069,6.7959
NGC2841,Sb–Sbc,10.93,48.66,1.309e-10,0.347,2.5426,6.4648
NGC2841,Sb–Sbc,11.27,43.03,1.259e-10,0.353,2.4842,6.1711
NGC2841,Sb–Sbc,12.31,30.38,1.110e-10,0.373,2.4761,6.1311
NGC2841,Sb–Sbc,14.35,15.18,8.484e-11,0.415,2.4098,5.8071
NGC2841,Sb–Sbc,16.40,9.84,6.481e-11,0.452,2.2927,5.2565
NGC2841,Sb–Sbc,18.48,5.79,5.128e-11,0.484,2.1952,4.8190
NGC2841,Sb–Sbc,20.57,3.50,4.249e-11,0.514,2.1893,4.7932
NGC2841,Sb–Sbc,22.51,2.33,3.726e-11,0.537,2.0931,4.3810
NGC2841,Sb–Sbc,24.59,1.52,3.203e-11,0.560,2.0482,4.1953
NGC2841,Sb–Sbc,26.68,0.57,2.677e-11,0.582,2.0759,4.3093
NGC2841,Sb–Sbc,28.77,0.34,2.263e-11,0.604,2.0690,4.2810
NGC2841,Sb–Sbc,30.70,0.20,1.970e-11,0.622,2.1138,4.4681
NGC2841,Sb–Sbc,32.79,0.12,1.740e-11,0.638,2.1040,4.4268
NGC2841,Sb–Sbc,34.88,0.07,1.579e-11,0.652,2.0136,4.0544
NGC2841,Sb–Sbc,36.96,0.04,1.458e-11,0.664,1.9274,3.7149
NGC2841,Sb–Sbc,38.90,0.02,1.360e-11,0.675,1.7528,3.0723
NGC2841,Sb–Sbc,40.99,0.01,1.257e-11,0.685,1.6798,2.8219
NGC2841,Sb–Sbc,43.08,0.01,1.156e-11,0.695,1.6569,2.7452
NGC2841,Sb–Sbc,45.16,0.01,1.054e-11,0.705,1.7185,2.9532
NGC2841,Sb–Sbc,47.10,0.00,9.564e-12,0.715,1.8022,3.2479
NGC2841,Sb–Sbc,49.19,0.00,8.630e-12,0.725,1.9095,3.6461
NGC2841,Sb–Sbc,51.27,0.00,7.897e-12,0.734,2.0155,4.0621
NGC2841,Sb–Sbc,53.36,0.00,7.371e-12,0.741,1.9428,3.7744
NGC2841,Sb–Sbc,55.30,0.00,7.066e-12,0.746,1.9194,3.6840
NGC2841,Sb–Sbc,57.38,0.00,6.819e-12,0.751,1.9440,3.7793
NGC2841,Sb–Sbc,59.47,0.00,6.593e-12,0.756,1.8765,3.5213
NGC2841,Sb–Sbc,61.56,0.00,6.318e-12,0.761,1.8746,3.5141
NGC2841,Sb–Sbc,63.64,0.00,6.001e-12,0.766,1.9354,3.7457
NGC2903,Sb–Sbc,1.92,737.11,4.548e-10,0.309,0.7296,0.5323
NGC2903,Sb–Sbc,2.24,746.53,4.577e-10,0.299,0.4748,0.2255
NGC2903,Sb–Sbc,2.56,685.65,4.932e-10,0.277,0.0968,0.0094
NGC2903,Sb–Sbc,2.88,504.98,4.811e-10,0.274,0.1883,0.0355
NGC2903,Sb–Sbc,3.20,353.39,4.599e-10,0.273,0.0474,0.0022
NGC2903,Sb–Sbc,3.52,238.40,4.126e-10,0.284,0.0791,0.0063
NGC2903,Sb–Sbc,3.84,182.76,3.573e-10,0.302,0.2362,0.0558
NGC2903,Sb–Sbc,4.80,97.58,2.588e-10,0.338,0.3821,0.1460
NGC2903,Sb–Sbc,5.76,41.56,1.879e-10,0.377,0.5286,0.2794
NGC2903,Sb–Sbc,6.72,25.33,1.382e-10,0.419,0.6484,0.4205
NGC2903,Sb–Sbc,7.68,16.12,1.061e-10,0.454,0.7680,0.5899
NGC2903,Sb–Sbc,8.64,11.79,8.480e-11,0.483,0.8408,0.7069
NGC2903,Sb–Sbc,9.60,7.04,6.958e-11,0.510,0.9240,0.8538
NGC2903,Sb–Sbc,10.56,5.03,5.856e-11,0.533,0.9429,0.8890
NGC2903,Sb–Sbc,11.52,3.29,5.028e-11,0.553,0.9463,0.8954
NGC2903,Sb–Sbc,12.48,2.23,4.308e-11,0.573,0.9790,0.9585
NGC2903,Sb–Sbc,13.44,1.45,3.696e-11,0.593,0.9820,0.9644
NGC2903,Sb–Sbc,14.40,0.94,3.205e-11,0.611,0.9775,0.9555
NGC2903,Sb–Sbc,15.36,0.62,2.801e-11,0.628,0.9836,0.9675
NGC2903,Sb–Sbc,16.32,0.41,2.475e-11,0.643,1.0011,1.0022
NGC2903,Sb–Sbc,17.28,0.28,2.194e-11,0.658,1.0524,1.1076
NGC2903,Sb–Sbc,18.24,0.18,1.963e-11,0.671,1.0472,1.0967
NGC2903,Sb–Sbc,19.20,0.12,1.767e-11,0.683,1.0552,1.1134
NGC2903,Sb–Sbc,20.16,0.08,1.598e-11,0.694,1.0783,1.1627
NGC2903,Sb–Sbc,21.12,0.06,1.455e-11,0.704,1.0325,1.0660
NGC2903,Sb–Sbc,22.08,0.04,1.332e-11,0.713,1.0007,1.0014
NGC2903,Sb–Sbc,23.04,0.03,1.223e-11,0.722,1.0007,1.0015
NGC2903,Sb–Sbc,24.00,0.01,1.133e-11,0.730,1.0893,1.1866
NGC2903,Sb–Sbc,24.96,0.00,1.052e-11,0.738,1.0671,1.1386
NGC2955,Sb–Sbc,1.55,2060.54,7.757e-10,0.275,0.2917,0.0851
NGC2955,Sb–Sbc,2.30,1438.19,6.573e-10,0.296,0.3664,0.1343
NGC2955,Sb–Sbc,3.06,946.22,6.050e-10,0.293,0.3549,0.1260
NGC2955,Sb–Sbc,4.61,390.47,4.486e-10,0.311,0.0070,0.0000
NGC2955,Sb–Sbc,5.36,284.63,3.825e-10,0.325,0.2986,0.0891
NGC2955,Sb–Sbc,6.12,230.89,3.293e-10,0.339,0.3022,0.0913
NGC2955,Sb–Sbc,6.91,194.52,2.879e-10,0.351,0.1873,0.0351
NGC2955,Sb–Sbc,8.42,118.30,2.305e-10,0.370,0.0319,0.0010
NGC2955,Sb–Sbc,8.86,100.46,2.144e-10,0.378,0.3553,0.1263
NGC2955,Sb–Sbc,9.21,90.58,2.021e-10,0.385,0.2109,0.0445
NGC2955,Sb–Sbc,10.82,65.76,1.578e-10,0.415,0.3034,0.0921
NGC2955,Sb–Sbc,11.56,56.18,1.425e-10,0.427,0.5964,0.3557
NGC2955,Sb–Sbc,12.40,51.72,1.279e-10,0.440,0.7065,0.4992
NGC2955,Sb–Sbc,14.17,40.51,1.078e-10,0.458,0.7145,0.5105
NGC2955,Sb–Sbc,16.88,25.49,8.413e-11,0.490,0.7563,0.5720
NGC2955,Sb–Sbc,19.49,18.05,7.078e-11,0.508,0.7642,0.5840
NGC2955,Sb–Sbc,22.19,8.81,5.812e-11,0.536,0.6859,0.4704
NGC2955,Sb–Sbc,24.80,6.40,4.824e-11,0.560,0.6192,0.3834
NGC2955,Sb–Sbc,27.51,4.80,3.985e-11,0.585,0.6443,0.4151
NGC2955,Sb–Sbc,30.12,3.35,3.359e-11,0.606,0.6314,0.3987
NGC2955,Sb–Sbc,35.43,1.85,2.531e-11,0.641,0.4819,0.2322
NGC3521,Sb–Sbc,0.69,2181.72,1.068e-09,0.163,0.6452,0.4163
NGC3521,Sb–Sbc,0.86,1837.57,9.834e-10,0.193,0.8935,0.7984
NGC3521,Sb–Sbc,1.03,1404.14,9.220e-10,0.207,0.7921,0.6275
NGC3521,Sb–Sbc,1.20,1075.25,8.085e-10,0.225,0.5794,0.3357
NGC3521,Sb–Sbc,1.38,1016.76,7.207e-10,0.239,0.7601,0.5777
NGC3521,Sb–Sbc,1.55,923.32,6.606e-10,0.250,0.7601,0.5777
NGC3521,Sb–Sbc,1.71,834.39,6.307e-10,0.253,0.7020,0.4928
NGC3521,Sb–Sbc,1.89,752.61,5.910e-10,0.260,0.6586,0.4337
NGC3521,Sb–Sbc,2.06,689.47,5.729e-10,0.260,0.6322,0.3997
NGC3521,Sb–Sbc,2.23,587.51,5.485e-10,0.263,0.7590,0.5761
NGC3521,Sb–Sbc,2.41,463.04,5.139e-10,0.269,0.6009,0.3610
NGC3521,Sb–Sbc,2.58,415.28,4.720e-10,0.279,0.5658,0.3202
NGC3521,Sb–Sbc,2.75,384.82,4.411e-10,0.286,0.5301,0.2810
NGC3521,Sb–Sbc,2.92,363.81,4.144e-10,0.292,0.4390,0.1927
NGC3521,Sb–Sbc,3.09,341.24,3.959e-10,0.296,0.5082,0.2583
NGC3521,Sb–Sbc,3.26,316.80,3.786e-10,0.299,0.4486,0.2013
NGC3521,Sb–Sbc,3.43,287.91,3.658e-10,0.300,0.3744,0.1402
NGC3521,Sb–Sbc,3.61,261.54,3.494e-10,0.304,0.4297,0.1847
NGC3521,Sb–Sbc,3.78,240.99,3.387e-10,0.305,0.4369,0.1909
NGC3521,Sb–Sbc,3.95,215.32,3.266e-10,0.308,0.4612,0.2127
NGC3521,Sb–Sbc,4.12,184.82,3.157e-10,0.309,0.4597,0.2114
NGC3521,Sb–Sbc,4.29,155.11,3.009e-10,0.314,0.4214,0.1776
NGC3521,Sb–Sbc,4.46,129.01,2.865e-10,0.319,0.4860,0.2362
NGC3521,Sb–Sbc,4.64,104.11,2.687e-10,0.327,0.5317,0.2827
NGC3521,Sb–Sbc,4.81,88.75,2.524e-10,0.335,0.4876,0.2378
NGC3521,Sb–Sbc,4.98,78.86,2.365e-10,0.343,0.6339,0.4019
NGC3521,Sb–Sbc,5.15,71.72,2.228e-10,0.351,0.6331,0.4008
NGC3521,Sb–Sbc,5.32,64.49,2.098e-10,0.359,0.5672,0.3217
NGC3521,Sb–Sbc,5.49,59.18,1.981e-10,0.366,0.6533,0.4268
NGC3521,Sb–Sbc,5.67,54.49,1.869e-10,0.374,0.7153,0.5116
NGC3521,Sb–Sbc,5.84,50.14,1.774e-10,0.380,0.5756,0.3313
NGC3521,Sb–Sbc,6.01,46.53,1.687e-10,0.387,0.6927,0.4799
NGC3521,Sb–Sbc,6.19,42.97,1.605e-10,0.393,0.7422,0.5509
NGC3521,Sb–Sbc,6.35,38.90,1.537e-10,0.398,0.8311,0.6907
NGC3521,Sb–Sbc,6.64,31.13,1.419e-10,0.408,0.7489,0.5609
NGC3521,Sb–Sbc,8.82,13.98,8.524e-11,0.477,0.9858,0.9719
NGC3521,Sb–Sbc,11.07,5.96,5.729e-11,0.532,1.1046,1.2201
NGC3521,Sb–Sbc,13.32,3.10,4.113e-11,0.575,1.1175,1.2487
NGC3521,Sb–Sbc,15.49,0.95,3.086e-11,0.611,1.1949,1.4278
NGC3521,Sb–Sbc,17.74,0.00,2.310e-11,0.647,1.2851,1.6516
NGC3769,Sb–Sbc,3.50,53.08,9.040e-11,0.405,0.2214,0.0490
NGC3769,Sb–Sbc,5.24,17.11,5.260e-11,0.498,0.5871,0.3446
NGC3769,Sb–Sbc,6.98,5.62,3.367e-11,0.568,0.8779,0.7707
NGC3769,Sb–Sbc,8.72,1.99,2.315e-11,0.621,0.9453,0.8936
NGC3769,Sb–Sbc,10.47,1.29,1.667e-11,0.663,0.9198,0.8461
NGC3769,Sb–Sbc,12.31,0.71,1.227e-11,0.698,0.8616,0.7424
NGC3769,Sb–Sbc,14.52,0.30,9.081e-12,0.731,0.8275,0.6847
NGC3769,Sb–Sbc,17.07,0.20,6.993e-12,0.758,0.9687,0.9383
NGC3769,Sb–Sbc,31.82,0.00,2.465e-12,0.847,0.9157,0.8385
NGC3769,Sb–Sbc,34.61,0.00,2.093e-12,0.857,0.8729,0.7619
NGC3769,Sb–Sbc,37.16,0.00,1.822e-12,0.865,0.7952,0.6323
NGC3949,Sb–Sbc,2.61,269.39,2.149e-10,0.282,0.5472,0.2994
NGC3949,Sb–Sbc,3.50,118.65,1.901e-10,0.315,0.2725,0.0743
NGC3949,Sb–Sbc,4.37,54.35,1.393e-10,0.366,0.5413,0.2930
NGC3949,Sb–Sbc,5.24,29.72,1.075e-10,0.403,0.7281,0.5301
NGC3949,Sb–Sbc,6.11,15.04,8.256e-11,0.444,0.9383,0.8805
NGC3949,Sb–Sbc,7.07,9.45,6.517e-11,0.481,1.0898,1.1876
NGC3953,Sb–Sbc,5.24,173.68,1.482e-10,0.312,1.5889,2.5246
NGC3953,Sb–Sbc,6.98,134.06,1.219e-10,0.370,1.3240,1.7530
NGC3953,Sb–Sbc,8.72,91.36,1.112e-10,0.386,1.0554,1.1138
NGC3953,Sb–Sbc,10.47,59.32,9.591e-11,0.407,0.9011,0.8119
NGC3953,Sb–Sbc,12.19,31.43,8.061e-11,0.433,0.8388,0.7035
NGC3953,Sb–Sbc,13.94,17.65,6.636e-11,0.461,0.8855,0.7841
NGC3953,Sb–Sbc,15.68,7.43,5.236e-11,0.498,0.8307,0.6900
NGC3972,Sb–Sbc,1.74,78.09,3.552e-11,0.607,1.1592,1.3438
NGC3972,Sb–Sbc,2.61,67.33,3.487e-11,0.608,1.1891,1.4140
NGC3972,Sb–Sbc,3.50,44.63,3.401e-11,0.604,1.1994,1.4385
NGC3972,Sb–Sbc,4.37,39.91,3.090e-11,0.613,1.2003,1.4407
NGC3972,Sb–Sbc,5.24,34.44,3.322e-11,0.586,1.0617,1.1273
NGC3972,Sb–Sbc,6.11,18.89,3.328e-11,0.574,1.0472,1.0967
NGC3972,Sb–Sbc,6.98,9.85,2.817e-11,0.600,1.1920,1.4208
NGC3972,Sb–Sbc,7.85,5.93,2.333e-11,0.628,1.2895,1.6628
NGC3972,Sb–Sbc,8.72,4.04,1.923e-11,0.653,1.3104,1.7171
NGC3992,Sb–Sbc,13.79,61.72,7.158e-11,0.372,2.1714,4.7152
NGC3992,Sb–Sbc,18.35,25.08,5.397e-11,0.446,1.7620,3.1047
NGC3992,Sb–Sbc,22.94,10.29,4.101e-11,0.496,1.5569,2.4238
NGC3992,Sb–Sbc,27.52,2.56,2.844e-11,0.559,1.4862,2.2086
NGC3992,Sb–Sbc,32.11,1.24,2.015e-11,0.609,1.2419,1.5422
NGC3992,Sb–Sbc,36.70,0.56,1.518e-11,0.646,1.3513,1.8260
NGC3992,Sb–Sbc,41.44,0.21,1.176e-11,0.678,1.3614,1.8533
NGC3992,Sb–Sbc,46.02,0.00,9.466e-12,0.704,1.3360,1.7849
NGC4013,Sb–Sbc,6.17,107.87,1.417e-10,0.184,1.8216,3.3183
NGC4013,Sb–Sbc,6.92,77.37,1.295e-10,0.239,1.1512,1.3254
NGC4013,Sb–Sbc,7.69,57.61,1.172e-10,0.272,0.9821,0.9645
NGC4013,Sb–Sbc,8.36,40.00,1.062e-10,0.295,0.9260,0.8574
NGC4013,Sb–Sbc,9.12,24.97,9.402e-11,0.318,0.9394,0.8825
NGC4013,Sb–Sbc,9.88,10.50,8.095e-11,0.342,0.9506,0.9035
NGC4013,Sb–Sbc,10.56,4.86,6.895e-11,0.367,0.9886,0.9772
NGC4013,Sb–Sbc,11.31,2.34,5.845e-11,0.392,1.0785,1.1632
NGC4013,Sb–Sbc,12.08,1.45,5.009e-11,0.416,1.1963,1.4312
NGC4013,Sb–Sbc,12.77,0.90,4.419e-11,0.436,1.2775,1.6320
NGC4013,Sb–Sbc,13.47,0.66,3.943e-11,0.454,1.3091,1.7137
NGC4013,Sb–Sbc,14.17,0.41,3.544e-11,0.471,1.2263,1.5038
NGC4013,Sb–Sbc,14.98,0.21,3.154e-11,0.489,0.8609,0.7411
NGC4013,Sb–Sbc,15.68,0.11,2.856e-11,0.502,0.8904,0.7929
NGC4013,Sb–Sbc,16.37,0.00,2.597e-11,0.516,0.9868,0.9739
NGC4013,Sb–Sbc,17.19,0.00,2.333e-11,0.530,1.0892,1.1863
NGC4013,Sb–Sbc,17.88,0.00,2.137e-11,0.541,1.1360,1.2906
NGC4013,Sb–Sbc,18.58,0.00,1.964e-11,0.551,1.1787,1.3894
NGC4013,Sb–Sbc,19.39,0.00,1.794e-11,0.563,1.2173,1.4818
NGC4013,Sb–Sbc,20.09,0.00,1.663e-11,0.572,1.2977,1.6841
NGC4013,Sb–Sbc,20.79,0.00,1.545e-11,0.581,1.4297,2.0441
NGC4013,Sb–Sbc,21.48,0.00,1.443e-11,0.590,1.4800,2.1904
NGC4013,Sb–Sbc,22.30,0.00,1.339e-11,0.600,1.4483,2.0975
NGC4013,Sb–Sbc,22.99,0.00,1.263e-11,0.608,1.4336,2.0552
NGC4013,Sb–Sbc,23.69,0.00,1.195e-11,0.617,1.4837,2.2014
NGC4013,Sb–Sbc,24.39,0.00,1.141e-11,0.625,1.4898,2.2195
NGC4013,Sb–Sbc,25.20,0.00,1.080e-11,0.634,1.5497,2.4016
NGC4013,Sb–Sbc,25.90,0.00,1.023e-11,0.641,1.6106,2.5941
NGC4013,Sb–Sbc,26.59,0.00,9.694e-12,0.647,1.6737,2.8011
NGC4013,Sb–Sbc,27.41,0.00,9.104e-12,0.655,1.6925,2.8644
NGC4013,Sb–Sbc,28.10,0.00,8.634e-12,0.660,1.7122,2.9316
NGC4013,Sb–Sbc,28.80,0.00,8.205e-12,0.666,1.7270,2.9826
NGC4013,Sb–Sbc,29.61,0.00,7.752e-12,0.672,1.6930,2.8661
NGC4013,Sb–Sbc,30.31,0.00,7.411e-12,0.678,1.6010,2.5633
NGC4013,Sb–Sbc,31.01,0.00,7.013e-12,0.682,1.5395,2.3702
NGC4051,Sb–Sbc,3.50,127.75,8.912e-11,0.435,0.5169,0.2672
NGC4051,Sb–Sbc,5.24,131.70,7.112e-11,0.496,0.7149,0.5111
NGC4051,Sb–Sbc,6.98,89.38,7.777e-11,0.469,0.5969,0.3563
NGC4051,Sb–Sbc,8.72,43.84,7.426e-11,0.464,0.3429,0.1176
NGC4051,Sb–Sbc,10.47,23.30,5.477e-11,0.516,0.3191,0.1018
NGC4051,Sb–Sbc,12.19,17.61,4.204e-11,0.559,0.3797,0.1441
NGC4088,Sb–Sbc,3.50,326.46,1.505e-10,0.405,0.2036,0.0414
NGC4088,Sb–Sbc,8.72,47.70,1.169e-10,0.422,0.0732,0.0054
NGC4088,Sb–Sbc,10.47,26.09,8.941e-11,0.458,0.1290,0.0166
NGC4088,Sb–Sbc,12.19,10.97,7.145e-11,0.487,0.1331,0.0177
NGC4088,Sb–Sbc,13.94,2.54,5.307e-11,0.533,0.2457,0.0604
NGC4088,Sb–Sbc,15.68,1.75,4.123e-11,0.570,0.3131,0.0980
NGC4088,Sb–Sbc,17.42,0.86,3.320e-11,0.599,0.3517,0.1237
NGC4088,Sb–Sbc,19.28,0.42,2.686e-11,0.627,0.4943,0.2443
NGC4088,Sb–Sbc,21.48,0.00,2.134e-11,0.656,0.5996,0.3595
NGC4100,Sb–Sbc,3.50,168.34,8.535e-11,0.391,2.1420,4.5882
NGC4100,Sb–Sbc,4.37,156.37,8.754e-11,0.426,1.8708,3.5000
NGC4100,Sb–Sbc,5.24,139.00,9.962e-11,0.409,1.5280,2.3349
NGC4100,Sb–Sbc,6.11,106.50,1.047e-10,0.398,1.2515,1.5662
NGC4100,Sb–Sbc,6.98,61.88,1.017e-10,0.397,1.0895,1.1870
NGC4100,Sb–Sbc,7.85,32.41,8.391e-11,0.429,1.1579,1.3408
NGC4100,Sb–Sbc,8.72,20.07,7.019e-11,0.456,1.1613,1.3486
NGC4100,Sb–Sbc,9.60,10.79,5.696e-11,0.489,1.2369,1.5298
NGC4100,Sb–Sbc,10.47,7.52,4.658e-11,0.522,1.3288,1.7657
NGC4100,Sb–Sbc,11.35,6.62,3.952e-11,0.546,1.3583,1.8450
NGC4100,Sb–Sbc,12.19,5.64,3.502e-11,0.563,1.3315,1.7728
NGC4100,Sb–Sbc,13.12,3.28,3.090e-11,0.580,1.2592,1.5857
NGC4100,Sb–Sbc,13.94,2.15,2.745e-11,0.597,1.2178,1.4831
NGC4100,Sb–Sbc,14.86,1.41,2.426e-11,0.615,1.1773,1.3860
NGC4100,Sb–Sbc,15.68,1.03,2.195e-11,0.629,1.1282,1.2727
NGC4100,Sb–Sbc,16.61,0.76,1.979e-11,0.644,1.0977,1.2049
NGC4100,Sb–Sbc,17.42,0.67,1.810e-11,0.655,1.1867,1.4083
NGC4100,Sb–Sbc,18.35,0.41,1.626e-11,0.668,1.1944,1.4266
NGC4100,Sb–Sbc,19.16,0.18,1.477e-11,0.680,1.0709,1.1469
NGC4100,Sb–Sbc,20.09,0.10,1.329e-11,0.692,0.9029,0.8152
NGC4100,Sb–Sbc,21.02,0.08,1.202e-11,0.703,0.9288,0.8627
NGC4100,Sb–Sbc,21.95,0.06,1.092e-11,0.714,0.9527,0.9076
NGC4100,Sb–Sbc,22.76,0.00,1.005e-11,0.723,0.9912,0.9825
NGC4157,Sb–Sbc,5.24,176.47,1.846e-10,0.366,0.4062,0.1650
NGC4157,Sb–Sbc,6.98,99.09,1.476e-10,0.389,0.4257,0.1812
NGC4157,Sb–Sbc,8.72,54.38,1.231e-10,0.402,0.3259,0.1062
NGC4157,Sb–Sbc,10.47,14.62,8.963e-11,0.451,0.3643,0.1327
NGC4157,Sb–Sbc,12.19,6.74,6.624e-11,0.500,0.4488,0.2014
NGC4157,Sb–Sbc,13.94,3.75,5.006e-11,0.540,0.5176,0.2679
NGC4157,Sb–Sbc,15.68,2.10,3.886e-11,0.575,0.5919,0.3504
NGC4157,Sb–Sbc,17.42,1.22,3.233e-11,0.600,0.6043,0.3651
NGC4157,Sb–Sbc,19.16,0.33,2.653e-11,0.625,0.6523,0.4255
NGC4157,Sb–Sbc,20.90,0.27,2.183e-11,0.650,0.7421,0.5507
NGC4157,Sb–Sbc,22.65,0.14,1.933e-11,0.665,0.7709,0.5943
NGC4157,Sb–Sbc,24.39,0.04,1.652e-11,0.684,0.8250,0.6806
NGC4157,Sb–Sbc,26.13,0.02,1.415e-11,0.701,0.8679,0.7533
NGC4157,Sb–Sbc,27.87,0.01,1.226e-11,0.716,0.8772,0.7695
NGC4157,Sb–Sbc,29.61,0.00,1.077e-11,0.729,0.9198,0.8460
NGC4217,Sb–Sbc,7.85,15.08,1.379e-10,0.423,0.0790,0.0062
NGC4217,Sb–Sbc,8.72,4.04,1.119e-10,0.451,0.2418,0.0585
NGC4217,Sb–Sbc,9.60,2.22,9.178e-11,0.478,0.3732,0.1392
NGC4217,Sb–Sbc,10.47,1.91,7.727e-11,0.501,0.4596,0.2113
NGC4217,Sb–Sbc,11.35,1.64,6.606e-11,0.521,0.4998,0.2498
NGC4217,Sb–Sbc,12.19,1.23,5.728e-11,0.539,0.5177,0.2680
NGC4217,Sb–Sbc,13.12,0.81,4.952e-11,0.557,0.5323,0.2833
NGC4217,Sb–Sbc,13.94,0.56,4.376e-11,0.573,0.5232,0.2738
NGC4217,Sb–Sbc,14.86,0.38,3.846e-11,0.589,0.5418,0.2936
NGC4217,Sb–Sbc,15.79,0.25,3.420e-11,0.604,0.5781,0.3342
NGC4217,Sb–Sbc,16.72,0.18,3.079e-11,0.617,0.6184,0.3824
NGC5005,Sb–Sbc,2.46,785.90,7.765e-10,0.252,0.0546,0.0030
NGC5005,Sb–Sbc,3.44,433.94,5.777e-10,0.276,0.2904,0.0843
NGC5005,Sb–Sbc,3.93,321.75,4.908e-10,0.292,0.3082,0.0950
NGC5005,Sb–Sbc,4.42,280.37,4.190e-10,0.308,0.3701,0.1370
NGC5005,Sb–Sbc,4.92,241.19,3.682e-10,0.320,0.4051,0.1641
NGC5005,Sb–Sbc,5.74,193.71,3.079e-10,0.336,0.4913,0.2414
NGC5005,Sb–Sbc,6.56,139.44,2.642e-10,0.350,0.5450,0.2970
NGC5005,Sb–Sbc,7.37,104.41,2.261e-10,0.366,0.6145,0.3777
NGC5005,Sb–Sbc,8.19,84.54,1.977e-10,0.380,0.6628,0.4393
NGC5005,Sb–Sbc,9.01,62.27,1.755e-10,0.391,0.6843,0.4682
NGC5005,Sb–Sbc,9.83,40.35,1.541e-10,0.405,0.7204,0.5190
NGC5005,Sb–Sbc,10.65,24.64,1.333e-10,0.424,0.8051,0.6482
NGC5005,Sb–Sbc,11.47,15.56,1.147e-10,0.443,0.9167,0.8403
NGC5055,Sb–Sbc,5.03,209.14,2.418e-10,0.357,0.0236,0.0006
NGC5055,Sb–Sbc,5.75,173.56,2.162e-10,0.366,0.0926,0.0086
NGC5055,Sb–Sbc,6.46,131.19,1.981e-10,0.371,0.0915,0.0084
NGC5055,Sb–Sbc,7.18,102.75,1.737e-10,0.386,0.1291,0.0167
NGC5055,Sb–Sbc,7.91,80.44,1.537e-10,0.401,0.1969,0.0388
NGC5055,Sb–Sbc,8.62,64.56,1.372e-10,0.414,0.2312,0.0534
NGC5055,Sb–Sbc,11.49,26.32,8.814e-11,0.471,0.4019,0.1615
NGC5055,Sb–Sbc,14.30,12.57,6.212e-11,0.519,0.5083,0.2584
NGC5055,Sb–Sbc,17.19,4.73,4.520e-11,0.559,0.5665,0.3210
NGC5055,Sb–Sbc,20.07,1.79,3.248e-11,0.604,0.6478,0.4197
NGC5055,Sb–Sbc,22.96,0.89,2.414e-11,0.642,0.6690,0.4476
NGC5055,Sb–Sbc,25.85,0.29,1.866e-11,0.673,0.6668,0.4446
NGC5055,Sb–Sbc,28.74,0.07,1.511e-11,0.698,0.6604,0.4362
NGC5055,Sb–Sbc,31.62,0.04,1.261e-11,0.718,0.6639,0.4407
NGC5055,Sb–Sbc,34.51,0.02,1.081e-11,0.734,0.6557,0.4299
NGC5055,Sb–Sbc,37.40,0.01,9.129e-12,0.751,0.6986,0.4881
NGC5055,Sb–Sbc,40.29,0.01,8.011e-12,0.764,0.6970,0.4858
NGC5055,Sb–Sbc,43.17,0.00,7.110e-12,0.775,0.6930,0.4802
NGC5055,Sb–Sbc,45.92,0.00,6.456e-12,0.783,0.6922,0.4792
NGC5055,Sb–Sbc,48.81,0.00,5.772e-12,0.793,0.7014,0.4920
NGC5055,Sb–Sbc,51.70,0.00,5.161e-12,0.802,0.6606,0.4364
NGC5055,Sb–Sbc,54.59,0.00,4.582e-12,0.811,0.6584,0.4335
NGC5371,Sb–Sbc,2.88,362.56,3.043e-10,0.297,1.6781,2.8159
NGC5371,Sb–Sbc,4.33,293.33,2.076e-10,0.366,1.1547,1.3334
NGC5371,Sb–Sbc,5.78,215.58,1.666e-10,0.400,0.8115,0.6586
NGC5371,Sb–Sbc,7.22,178.02,1.351e-10,0.433,0.7022,0.4931
NGC5371,Sb–Sbc,8.66,164.10,1.198e-10,0.447,0.6499,0.4223
NGC5371,Sb–Sbc,11.55,126.53,1.116e-10,0.441,0.4624,0.2138
