Galaksi,Sinif,R_kpc,Sigma_yildiz_Msun_pc2,g_bar_ms2,F4_payi,bastirma_s,M_tut_bolu_m_n
UGC02885,Sc–Scd,23.36,23.68,4.945e-11,0.547,1.0877,1.1830
UGC02885,Sc–Scd,27.24,15.38,4.062e-11,0.570,1.0140,1.0282
UGC02885,Sc–Scd,31.22,9.24,3.297e-11,0.597,0.9921,0.9842
UGC02885,Sc–Scd,35.10,7.00,2.749e-11,0.620,1.0019,1.0038
UGC02885,Sc–Scd,38.97,4.93,2.391e-11,0.637,0.9935,0.9871
UGC02885,Sc–Scd,42.85,3.32,2.093e-11,0.655,0.9887,0.9775
UGC02885,Sc–Scd,46.73,2.62,1.751e-11,0.677,1.0796,1.1654
UGC02885,Sc–Scd,50.71,2.40,1.594e-11,0.687,1.1020,1.2145
UGC02885,Sc–Scd,54.58,1.73,1.498e-11,0.693,1.1137,1.2404
UGC02885,Sc–Scd,58.46,0.97,1.371e-11,0.704,1.0904,1.1889
UGC02885,Sc–Scd,62.34,0.69,1.218e-11,0.717,1.0990,1.2077
UGC02885,Sc–Scd,66.21,0.50,1.093e-11,0.729,1.1067,1.2247
UGC02885,Sc–Scd,70.19,0.35,1.015e-11,0.737,1.0859,1.1791
UGC02885,Sc–Scd,74.07,0.00,9.242e-12,0.747,1.0861,1.1797
UGC06667,Sc–Scd,1.74,4.34,1.119e-12,0.914,3.1156,9.7070
UGC06667,Sc–Scd,2.61,3.48,2.204e-12,0.873,2.5271,6.3861
UGC06667,Sc–Scd,3.50,2.89,3.692e-12,0.834,2.1936,4.8119
UGC06667,Sc–Scd,4.37,2.40,3.755e-12,0.831,2.1923,4.8060
UGC06667,Sc–Scd,5.24,2.10,4.345e-12,0.819,1.8308,3.3518
UGC06667,Sc–Scd,6.11,1.82,4.137e-12,0.821,1.7553,3.0811
UGC06667,Sc–Scd,6.98,1.61,4.249e-12,0.818,1.5390,2.3685
UGC06667,Sc–Scd,7.85,1.41,3.659e-12,0.826,1.5305,2.3423
UGC06983,Sc–Scd,2.61,23.41,2.477e-11,0.530,2.5112,6.3062
UGC06983,Sc–Scd,3.50,12.27,1.728e-11,0.611,2.2555,5.0872
UGC06983,Sc–Scd,4.37,8.71,1.347e-11,0.657,1.9886,3.9546
UGC06983,Sc–Scd,5.24,5.84,1.198e-11,0.683,1.8487,3.4176
UGC06983,Sc–Scd,6.11,5.12,1.033e-11,0.703,1.7300,2.9929
UGC06983,Sc–Scd,6.98,3.91,9.922e-12,0.713,1.5604,2.4348
UGC06983,Sc–Scd,7.85,2.89,1.003e-11,0.717,1.4679,2.1548
UGC06983,Sc–Scd,8.72,1.91,8.866e-12,0.730,1.4364,2.0633
UGC06983,Sc–Scd,9.60,1.35,8.096e-12,0.742,1.4054,1.9751
UGC06983,Sc–Scd,10.47,0.94,8.049e-12,0.746,1.3299,1.7686
UGC06983,Sc–Scd,11.35,0.55,7.688e-12,0.753,1.1453,1.3117
UGC06983,Sc–Scd,12.19,0.29,7.144e-12,0.762,1.0446,1.0911
UGC06983,Sc–Scd,13.12,0.00,6.655e-12,0.770,1.0172,1.0346
UGC06983,Sc–Scd,13.94,0.00,6.086e-12,0.780,0.9742,0.9490
UGC06983,Sc–Scd,14.86,0.00,5.471e-12,0.790,0.9685,0.9380
UGC06983,Sc–Scd,15.68,0.00,4.974e-12,0.799,0.9922,0.9845
UGC07151,Sc–Scd,1.00,50.59,2.387e-11,0.648,0.7562,0.5719
UGC07151,Sc–Scd,1.50,33.55,2.200e-11,0.656,1.2922,1.6699
UGC07151,Sc–Scd,2.00,17.64,2.086e-11,0.650,1.1678,1.3638
UGC07151,Sc–Scd,2.49,12.45,1.875e-11,0.666,1.0146,1.0295
UGC07151,Sc–Scd,3.00,9.12,1.655e-11,0.682,0.9091,0.8264
UGC07151,Sc–Scd,3.49,6.53,1.388e-11,0.702,0.9164,0.8398
UGC07151,Sc–Scd,4.00,6.07,1.361e-11,0.706,0.8420,0.7089
UGC07151,Sc–Scd,4.49,5.50,1.257e-11,0.710,0.8230,0.6773
UGC07151,Sc–Scd,5.01,3.87,1.185e-11,0.712,0.8053,0.6486
UGC07151,Sc–Scd,5.50,2.50,1.146e-11,0.715,0.7915,0.6265
UGC08286,Sc–Scd,0.95,26.36,1.006e-11,0.757,1.7291,2.9898
UGC08286,Sc–Scd,1.42,20.11,1.027e-11,0.748,2.3711,5.6220
UGC08286,Sc–Scd,1.90,15.62,1.152e-11,0.727,2.3226,5.3943
UGC08286,Sc–Scd,2.37,11.35,1.192e-11,0.712,2.0308,4.1241
UGC08286,Sc–Scd,2.84,7.76,1.033e-11,0.725,1.9318,3.7317
UGC08286,Sc–Scd,3.30,5.67,9.622e-12,0.728,1.8181,3.3054
UGC08286,Sc–Scd,3.78,3.65,9.059e-12,0.736,1.6680,2.7821
UGC08286,Sc–Scd,4.25,2.12,8.700e-12,0.739,1.5923,2.5353
UGC08286,Sc–Scd,4.73,1.05,8.558e-12,0.747,1.4524,2.1093
UGC08286,Sc–Scd,5.20,0.68,7.241e-12,0.765,1.4527,2.1102
UGC08286,Sc–Scd,5.67,0.47,6.371e-12,0.778,1.4395,2.0723
UGC08286,Sc–Scd,6.15,0.30,5.313e-12,0.794,1.5094,2.2783
UGC08286,Sc–Scd,6.62,0.18,4.807e-12,0.803,1.4828,2.1986
UGC08286,Sc–Scd,7.10,0.10,5.096e-12,0.801,1.3057,1.7047
UGC08286,Sc–Scd,7.57,0.09,4.558e-12,0.810,1.3116,1.7203
UGC08286,Sc–Scd,8.04,0.06,4.306e-12,0.815,1.2829,1.6459
UGC09037,Sc–Scd,6.08,60.80,6.440e-11,0.479,0.2088,0.0436
UGC09037,Sc–Scd,7.29,45.36,6.003e-11,0.488,0.1457,0.0212
UGC09037,Sc–Scd,8.51,31.09,5.149e-11,0.514,0.2002,0.0401
UGC09037,Sc–Scd,9.73,24.50,4.442e-11,0.535,0.2831,0.0802
UGC09037,Sc–Scd,10.96,19.83,3.903e-11,0.550,0.3628,0.1316
UGC09037,Sc–Scd,12.19,12.63,3.598e-11,0.562,0.3980,0.1584
UGC09037,Sc–Scd,13.41,9.33,3.259e-11,0.581,0.4193,0.1758
UGC09037,Sc–Scd,14.55,7.48,2.948e-11,0.596,0.4446,0.1977
UGC09037,Sc–Scd,15.78,5.33,2.710e-11,0.608,0.5130,0.2632
UGC09037,Sc–Scd,17.00,3.84,2.422e-11,0.625,0.5802,0.3366
UGC09037,Sc–Scd,18.23,2.94,2.125e-11,0.642,0.6230,0.3882
UGC09037,Sc–Scd,19.46,2.35,1.881e-11,0.657,0.6606,0.4364
UGC09037,Sc–Scd,20.69,1.98,1.772e-11,0.667,0.6029,0.3635
UGC09037,Sc–Scd,21.92,1.69,1.602e-11,0.679,0.5766,0.3325
UGC09037,Sc–Scd,23.14,1.29,1.434e-11,0.691,0.6157,0.3791
UGC09037,Sc–Scd,24.28,1.05,1.338e-11,0.700,0.5851,0.3423
UGC09037,Sc–Scd,25.51,0.96,1.196e-11,0.712,0.5611,0.3149
UGC09037,Sc–Scd,26.73,0.89,1.174e-11,0.716,0.4170,0.1739
UGC09037,Sc–Scd,27.96,0.83,1.126e-11,0.722,0.5317,0.2827
UGC11455,Sc–Scd,2.47,462.99,1.662e-10,0.472,0.0092,0.0001
UGC11455,Sc–Scd,3.08,402.70,1.543e-10,0.479,0.2843,0.0808
UGC11455,Sc–Scd,3.68,368.26,1.441e-10,0.486,0.3971,0.1577
UGC11455,Sc–Scd,4.32,337.46,1.357e-10,0.491,0.6384,0.4076
UGC11455,Sc–Scd,4.91,331.46,1.302e-10,0.494,0.8890,0.7903
UGC11455,Sc–Scd,5.53,325.23,1.331e-10,0.483,0.7595,0.5769
UGC11455,Sc–Scd,6.17,325.00,1.392e-10,0.467,0.4963,0.2463
UGC11455,Sc–Scd,6.78,319.85,1.532e-10,0.440,0.2533,0.0642
UGC11455,Sc–Scd,7.38,282.88,1.667e-10,0.415,0.3225,0.1040
UGC11455,Sc–Scd,8.00,235.51,1.680e-10,0.408,0.3207,0.1029
UGC11455,Sc–Scd,8.62,204.10,1.590e-10,0.415,0.5102,0.2603
UGC11455,Sc–Scd,9.23,194.75,1.537e-10,0.417,0.5508,0.3034
UGC11455,Sc–Scd,9.85,179.25,1.510e-10,0.416,0.5702,0.3252
UGC11455,Sc–Scd,10.43,164.07,1.486e-10,0.415,0.5382,0.2896
UGC11455,Sc–Scd,11.05,147.78,1.448e-10,0.415,0.7182,0.5158
UGC11455,Sc–Scd,11.67,134.60,1.403e-10,0.417,0.6500,0.4225
UGC11455,Sc–Scd,12.19,124.62,1.371e-10,0.417,0.5778,0.3339
UGC11455,Sc–Scd,12.91,110.44,1.324e-10,0.418,0.6623,0.4386
UGC11455,Sc–Scd,14.56,77.02,1.200e-10,0.426,0.7126,0.5078
UGC11455,Sc–Scd,16.63,49.23,9.863e-11,0.453,0.8141,0.6627
UGC11455,Sc–Scd,17.77,42.95,8.879e-11,0.467,0.7762,0.6024
UGC11455,Sc–Scd,18.49,38.95,8.390e-11,0.474,0.8123,0.6599
UGC11455,Sc–Scd,20.24,30.82,7.552e-11,0.487,0.8109,0.6576
UGC11455,Sc–Scd,22.62,21.10,6.656e-11,0.503,0.7770,0.6037
UGC11455,Sc–Scd,24.89,12.68,5.712e-11,0.521,0.5974,0.3569
UGC11455,Sc–Scd,27.06,6.75,4.789e-11,0.546,0.6499,0.4223
UGC11455,Sc–Scd,29.13,4.46,4.048e-11,0.570,0.7808,0.6097
UGC11455,Sc–Scd,31.30,2.54,3.461e-11,0.591,0.8615,0.7421
UGC11455,Sc–Scd,33.46,1.07,3.037e-11,0.610,0.7284,0.5305
UGC11455,Sc–Scd,35.53,0.30,2.625e-11,0.630,0.9211,0.8484
UGC11455,Sc–Scd,37.70,0.23,2.261e-11,0.650,0.9972,0.9944
UGC11455,Sc–Scd,39.87,0.10,2.026e-11,0.665,0.9937,0.9874
UGC11455,Sc–Scd,41.93,0.00,1.818e-11,0.678,0.9542,0.9105
UGC12506,Sc–Scd,2.46,153.10,4.867e-11,0.628,3.4623,11.9878
UGC12506,Sc–Scd,4.10,114.12,5.366e-11,0.595,3.0962,9.5866
UGC12506,Sc–Scd,5.74,88.50,5.031e-11,0.592,2.3459,5.5032
UGC12506,Sc–Scd,7.38,79.43,4.601e-11,0.594,2.2237,4.9449
UGC12506,Sc–Scd,9.02,66.27,4.559e-11,0.577,2.1131,4.4654
UGC12506,Sc–Scd,10.65,51.83,4.390e-11,0.569,2.0235,4.0946
UGC12506,Sc–Scd,12.29,38.38,4.110e-11,0.569,2.0148,4.0593
UGC12506,Sc–Scd,13.93,28.97,3.766e-11,0.579,1.7926,3.2134
UGC12506,Sc–Scd,15.57,23.18,3.561e-11,0.585,1.6757,2.8081
UGC12506,Sc–Scd,17.21,17.57,3.375e-11,0.592,1.6195,2.6228
UGC12506,Sc–Scd,18.85,13.24,3.112e-11,0.603,1.5957,2.5463
UGC12506,Sc–Scd,20.49,10.39,2.805e-11,0.617,1.5301,2.3412
UGC12506,Sc–Scd,22.13,8.60,2.521e-11,0.630,1.5429,2.3806
UGC12506,Sc–Scd,23.77,6.82,2.244e-11,0.644,1.6303,2.6577
UGC12506,Sc–Scd,25.41,5.51,1.997e-11,0.658,1.4561,2.1202
UGC12506,Sc–Scd,27.05,4.50,1.817e-11,0.670,1.4438,2.0845
UGC12506,Sc–Scd,28.68,3.71,1.701e-11,0.679,1.4775,2.1830
UGC12506,Sc–Scd,30.32,3.23,1.606e-11,0.686,1.4588,2.1281
UGC12506,Sc–Scd,31.96,2.86,1.499e-11,0.694,1.4067,1.9788
UGC12506,Sc–Scd,33.60,2.44,1.362e-11,0.704,1.3510,1.8253
UGC12506,Sc–Scd,35.24,2.12,1.232e-11,0.715,1.3035,1.6991
UGC12506,Sc–Scd,36.88,1.88,1.142e-11,0.722,1.2909,1.6665
UGC12506,Sc–Scd,38.52,1.66,1.089e-11,0.727,1.3081,1.7112
UGC12506,Sc–Scd,40.16,1.44,1.041e-11,0.732,1.2295,1.5117
UGC12506,Sc–Scd,41.80,1.26,9.818e-12,0.737,1.1066,1.2245
UGC12506,Sc–Scd,43.44,1.13,9.317e-12,0.741,1.1719,1.3734
UGC12506,Sc–Scd,45.08,0.00,9.102e-12,0.740,1.1533,1.3302
UGC12506,Sc–Scd,46.71,0.00,8.622e-12,0.751,1.0824,1.1716
UGC12506,Sc–Scd,48.35,0.00,8.683e-12,0.753,0.9664,0.9339
UGC12506,Sc–Scd,49.99,0.00,8.815e-12,0.753,0.8930,0.7975
ESO116-G012,Sd,0.83,84.50,2.373e-11,0.725,0.6203,0.3848
ESO116-G012,Sd,1.38,70.50,3.089e-11,0.651,0.5453,0.2974
ESO116-G012,Sd,1.85,40.62,3.382e-11,0.611,0.8824,0.7786
ESO116-G012,Sd,2.68,23.00,2.402e-11,0.658,1.1625,1.3513
ESO116-G012,Sd,3.19,20.70,2.310e-11,0.653,1.0911,1.1905
ESO116-G012,Sd,3.68,15.12,2.227e-11,0.650,1.2376,1.5316
ESO116-G012,Sd,4.13,12.10,2.116e-11,0.651,1.5289,2.3376
ESO116-G012,Sd,5.23,4.74,1.697e-11,0.675,1.4575,2.1242
ESO116-G012,Sd,6.05,1.78,1.366e-11,0.703,1.5483,2.3971
ESO116-G012,Sd,6.81,1.39,1.128e-11,0.727,1.4738,2.1720
ESO116-G012,Sd,7.56,1.02,1.020e-11,0.737,1.4247,2.0296
ESO116-G012,Sd,8.32,0.60,9.559e-12,0.745,1.3462,1.8124
ESO116-G012,Sd,9.09,0.36,8.785e-12,0.754,1.3079,1.7106
ESO116-G012,Sd,9.86,0.00,7.271e-12,0.772,1.3771,1.8965
F568-3,Sd,1.18,28.05,6.220e-12,0.824,0.2391,0.0572
F568-3,Sd,1.80,23.15,6.963e-12,0.814,0.3883,0.1508
F568-3,Sd,2.03,22.05,7.107e-12,0.810,0.5233,0.2738
F568-3,Sd,2.78,18.84,7.748e-12,0.791,0.8591,0.7380
F568-3,Sd,3.00,17.78,7.861e-12,0.786,1.1840,1.4018
F568-3,Sd,3.64,15.13,8.081e-12,0.775,1.1885,1.4126
F568-3,Sd,4.19,12.64,8.197e-12,0.767,1.4385,2.0693
F568-3,Sd,4.60,10.54,7.925e-12,0.769,1.5097,2.2791
F568-3,Sd,5.14,9.79,7.522e-12,0.773,1.5154,2.2963
F568-3,Sd,5.39,9.55,7.496e-12,0.772,1.4393,2.0714
F568-3,Sd,6.31,7.47,7.621e-12,0.765,1.3536,1.8323
F568-3,Sd,9.10,3.99,7.225e-12,0.770,1.0342,1.0696
F568-3,Sd,10.17,3.38,7.159e-12,0.769,0.9690,0.9391
F568-3,Sd,11.99,2.23,6.672e-12,0.775,0.9076,0.8238
F568-3,Sd,14.02,1.55,5.969e-12,0.786,0.9363,0.8767
F568-3,Sd,15.94,1.21,5.511e-12,0.792,1.0619,1.1276
F568-3,Sd,17.98,0.83,4.903e-12,0.800,1.0711,1.1472
F568-V1,Sd,1.18,30.39,1.133e-11,0.766,1.2816,1.6425
F568-V1,Sd,1.95,17.10,9.937e-12,0.768,2.1094,4.4495
F568-V1,Sd,2.74,13.57,8.131e-12,0.781,2.6823,7.1947
F568-V1,Sd,3.53,11.34,7.927e-12,0.770,2.6986,7.2822
F568-V1,Sd,4.30,8.39,7.825e-12,0.762,2.6936,7.2556
F568-V1,Sd,5.09,5.76,7.174e-12,0.767,2.8446,8.0919
F568-V1,Sd,5.87,4.68,6.390e-12,0.777,2.8162,7.9310
F568-V1,Sd,6.40,4.04,6.098e-12,0.780,2.7056,7.3204
F568-V1,Sd,7.44,3.10,5.828e-12,0.781,2.3944,5.7332
F568-V1,Sd,8.21,2.16,5.737e-12,0.781,2.1395,4.5776
F568-V1,Sd,9.00,1.50,5.472e-12,0.788,1.9127,3.6583
F568-V1,Sd,9.72,1.23,5.453e-12,0.789,1.7421,3.0349
F568-V1,Sd,11.79,0.58,5.505e-12,0.793,1.4064,1.9781
F568-V1,Sd,17.63,0.00,3.395e-12,0.833,1.3097,1.7153
F571-V1,Sd,1.95,11.72,5.739e-12,0.623,1.1891,1.4139
F571-V1,Sd,3.88,5.38,7.188e-12,0.739,1.0096,1.0192
F571-V1,Sd,5.83,2.08,5.480e-12,0.785,1.1217,1.2582
F571-V1,Sd,7.78,1.04,4.958e-12,0.796,1.0210,1.0424
F571-V1,Sd,9.72,0.61,4.605e-12,0.803,0.9651,0.9314
F571-V1,Sd,11.66,0.23,3.814e-12,0.820,0.9146,0.8364
F571-V1,Sd,13.59,0.00,2.820e-12,0.843,0.9252,0.8559
F574-1,Sd,1.41,34.59,1.244e-11,0.756,0.6793,0.4614
F574-1,Sd,2.35,18.43,1.171e-11,0.747,1.1325,1.2826
F574-1,Sd,3.29,12.43,8.981e-12,0.770,1.5369,2.3621
F574-1,Sd,4.22,10.60,7.786e-12,0.777,1.6602,2.7561
F574-1,Sd,5.17,8.40,7.214e-12,0.777,1.5887,2.5239
F574-1,Sd,6.11,6.86,6.907e-12,0.775,1.4937,2.2310
F574-1,Sd,7.05,5.27,6.390e-12,0.780,1.4534,2.1124
F574-1,Sd,7.99,4.33,6.148e-12,0.781,1.3818,1.9095
F574-1,Sd,8.92,3.42,5.701e-12,0.789,1.3129,1.7238
F574-1,Sd,9.87,3.17,5.653e-12,0.788,1.2276,1.5071
F574-1,Sd,10.79,2.65,5.681e-12,0.786,1.1337,1.2854
F574-1,Sd,11.80,2.04,5.653e-12,0.785,1.0422,1.0861
F574-1,Sd,12.60,1.61,5.557e-12,0.787,0.9728,0.9463
NGC0247,Sd,1.61,27.16,9.194e-12,0.738,1.3645,1.8618
NGC0247,Sd,2.15,22.23,9.452e-12,0.751,1.5132,2.2896
NGC0247,Sd,2.70,18.96,9.335e-12,0.756,1.4013,1.9637
NGC0247,Sd,3.22,16.68,9.431e-12,0.752,1.2671,1.6056
NGC0247,Sd,3.77,14.52,9.438e-12,0.750,1.1481,1.3182
NGC0247,Sd,4.31,12.79,9.427e-12,0.747,1.0331,1.0672
NGC0247,Sd,4.85,11.19,9.241e-12,0.746,0.9767,0.9539
NGC0247,Sd,5.38,9.78,8.862e-12,0.748,0.9558,0.9135
NGC0247,Sd,5.92,8.51,8.606e-12,0.749,0.9806,0.9615
NGC0247,Sd,6.46,7.42,8.471e-12,0.749,0.9796,0.9597
NGC0247,Sd,6.99,6.50,8.445e-12,0.749,0.9476,0.8979
NGC0247,Sd,7.53,5.75,8.543e-12,0.748,0.9501,0.9028
NGC0247,Sd,8.07,5.17,8.513e-12,0.748,0.9693,0.9395
NGC0247,Sd,8.62,4.71,8.449e-12,0.748,0.9627,0.9268
NGC0247,Sd,9.14,4.04,8.466e-12,0.747,0.9654,0.9320
NGC0247,Sd,9.69,3.43,8.462e-12,0.747,0.9562,0.9144
NGC0247,Sd,10.23,2.90,8.397e-12,0.748,0.9577,0.9171
NGC0247,Sd,10.76,2.46,8.280e-12,0.750,0.9509,0.9042
NGC0247,Sd,11.30,2.08,8.060e-12,0.754,0.9313,0.8674
NGC0247,Sd,11.84,1.78,7.713e-12,0.758,0.9289,0.8628
NGC0247,Sd,12.38,1.56,7.290e-12,0.764,0.9163,0.8396
NGC0247,Sd,12.91,1.31,6.778e-12,0.770,0.9205,0.8473
NGC0247,Sd,13.48,1.11,6.207e-12,0.778,0.9569,0.9157
NGC0247,Sd,14.01,0.98,5.675e-12,0.786,1.0246,1.0497
NGC0247,Sd,14.54,0.90,5.182e-12,0.793,1.0241,1.0488
NGC0300,Sd,1.36,33.62,1.675e-11,0.633,1.2165,1.4798
NGC0300,Sd,1.82,26.90,1.574e-11,0.666,1.1486,1.3194
NGC0300,Sd,2.27,20.94,1.533e-11,0.670,1.0926,1.1938
NGC0300,Sd,2.72,15.98,1.459e-11,0.678,1.1955,1.4292
NGC0300,Sd,3.17,12.36,1.338e-11,0.686,1.2927,1.6710
NGC0300,Sd,3.63,9.49,1.201e-11,0.697,1.7456,3.0470
NGC0300,Sd,4.08,7.34,1.086e-11,0.707,1.7314,2.9976
NGC0300,Sd,4.54,5.64,1.009e-11,0.716,1.5587,2.4297
NGC0300,Sd,4.99,4.36,9.161e-12,0.726,1.4016,1.9644
NGC0300,Sd,5.45,3.35,8.248e-12,0.737,1.3252,1.7561
NGC0300,Sd,5.90,2.59,7.669e-12,0.745,1.3360,1.7848
NGC0300,Sd,6.36,1.99,7.716e-12,0.749,1.3882,1.9270
NGC0300,Sd,6.81,1.54,7.817e-12,0.751,1.2490,1.5601
NGC0300,Sd,7.26,1.19,7.758e-12,0.754,1.1390,1.2973
NGC0300,Sd,7.71,0.92,7.369e-12,0.760,1.0827,1.1722
NGC0300,Sd,8.17,0.70,6.672e-12,0.770,1.1239,1.2630
NGC0300,Sd,8.62,0.55,5.968e-12,0.780,1.1474,1.3165
NGC0300,Sd,9.07,0.42,5.425e-12,0.789,1.2823,1.6443
NGC0300,Sd,9.53,0.33,4.986e-12,0.796,1.3872,1.9243
NGC0300,Sd,9.96,0.26,4.474e-12,0.805,1.3890,1.9293
NGC0300,Sd,10.45,0.19,3.982e-12,0.814,1.3704,1.8781
NGC0300,Sd,10.93,0.14,3.559e-12,0.822,1.3232,1.7508
NGC0300,Sd,11.32,0.12,3.241e-12,0.829,1.3624,1.8562
NGC0300,Sd,11.80,0.00,2.999e-12,0.835,1.3878,1.9261
NGC4010,Sd,1.74,111.92,3.933e-11,0.607,0.2670,0.0713
NGC4010,Sd,2.61,79.53,4.511e-11,0.577,0.1328,0.0176
NGC4010,Sd,3.50,50.41,4.300e-11,0.572,0.3859,0.1489
NGC4010,Sd,4.37,35.78,3.817e-11,0.583,0.5214,0.2719
NGC4010,Sd,5.24,25.55,3.286e-11,0.600,0.6907,0.4771
NGC4010,Sd,6.11,19.70,2.931e-11,0.611,0.8851,0.7834
NGC4010,Sd,6.98,15.50,2.686e-11,0.619,1.0993,1.2085
NGC4010,Sd,7.85,10.41,2.489e-11,0.626,1.0533,1.1095
NGC4010,Sd,8.72,6.87,2.232e-11,0.640,0.9476,0.8979
NGC4010,Sd,9.60,4.87,1.899e-11,0.660,0.8939,0.7991
NGC4010,Sd,10.47,3.44,1.612e-11,0.679,0.8796,0.7737
NGC5585,Sd,0.26,195.86,4.535e-11,0.675,0.4471,0.1999
NGC5585,Sd,0.43,134.56,4.726e-11,0.644,0.4487,0.2013
NGC5585,Sd,0.60,92.83,4.355e-11,0.638,0.1851,0.0343
NGC5585,Sd,0.77,74.26,3.973e-11,0.637,0.1157,0.0134
NGC5585,Sd,0.94,64.50,3.667e-11,0.637,0.1127,0.0127
NGC5585,Sd,1.11,50.48,3.422e-11,0.638,0.1246,0.0155
NGC5585,Sd,1.28,43.65,3.092e-11,0.646,0.2357,0.0556
NGC5585,Sd,1.46,39.44,2.854e-11,0.651,0.2673,0.0715
NGC5585,Sd,1.63,34.37,2.673e-11,0.654,0.2637,0.0695
NGC5585,Sd,2.05,27.37,2.351e-11,0.659,0.4666,0.2177
NGC5585,Sd,2.74,16.98,2.001e-11,0.667,0.7218,0.5210
NGC5585,Sd,3.42,11.53,1.659e-11,0.683,0.9522,0.9066
NGC5585,Sd,4.11,7.54,1.516e-11,0.684,0.9316,0.8678
NGC5585,Sd,4.79,4.30,1.359e-11,0.696,0.8991,0.8084
NGC5585,Sd,5.48,1.69,1.172e-11,0.715,0.9893,0.9786
NGC5585,Sd,6.16,0.71,1.034e-11,0.731,1.0818,1.1702
NGC5585,Sd,6.85,0.00,8.862e-12,0.749,1.1087,1.2293
NGC5585,Sd,7.53,0.00,7.792e-12,0.765,1.0870,1.1815
NGC5585,Sd,8.21,0.00,7.185e-12,0.774,1.0551,1.1133
NGC5585,Sd,8.90,0.00,6.574e-12,0.783,1.0334,1.0680
NGC5585,Sd,9.57,0.00,5.957e-12,0.791,0.9744,0.9495
NGC5585,Sd,10.31,0.00,5.425e-12,0.800,0.9158,0.8386
NGC5585,Sd,10.96,0.00,4.918e-12,0.808,0.9070,0.8227
NGC7793,Sd,0.24,389.77,9.746e-11,0.548,0.2034,0.0414
NGC7793,Sd,0.28,359.74,9.582e-11,0.554,0.3870,0.1498
NGC7793,Sd,0.32,336.61,9.461e-11,0.555,0.4568,0.2087
NGC7793,Sd,0.35,319.94,9.405e-11,0.555,0.6380,0.4071
NGC7793,Sd,0.39,296.44,9.323e-11,0.554,0.7812,0.6102
NGC7793,Sd,0.42,285.36,9.240e-11,0.553,0.8655,0.7490
NGC7793,Sd,0.46,273.54,9.182e-11,0.551,0.8889,0.7902
NGC7793,Sd,0.49,266.12,9.172e-11,0.549,0.8692,0.7555
NGC7793,Sd,0.53,255.15,9.206e-11,0.544,0.8210,0.6740
NGC7793,Sd,0.56,235.26,9.175e-11,0.542,0.7961,0.6338
NGC7793,Sd,0.60,217.59,8.978e-11,0.543,0.7395,0.5469
NGC7793,Sd,0.63,213.87,8.840e-11,0.544,0.8195,0.6716
NGC7793,Sd,0.66,209.20,8.748e-11,0.544,0.8173,0.6679
NGC7793,Sd,0.70,203.85,8.667e-11,0.542,0.7521,0.5656
NGC7793,Sd,0.87,166.31,8.173e-11,0.542,0.5002,0.2502
NGC7793,Sd,1.05,139.19,7.535e-11,0.547,0.5011,0.2511
NGC7793,Sd,1.22,123.15,7.031e-11,0.552,0.5087,0.2588
NGC7793,Sd,1.40,115.66,6.704e-11,0.552,0.5887,0.3465
NGC7793,Sd,1.57,106.67,6.583e-11,0.548,0.5878,0.3455
NGC7793,Sd,1.75,100.94,6.523e-11,0.542,0.6333,0.4010
NGC7793,Sd,1.92,94.67,6.694e-11,0.529,0.6342,0.4022
NGC7793,Sd,2.10,83.31,6.848e-11,0.516,0.6644,0.4414
NGC7793,Sd,2.27,68.22,6.885e-11,0.509,0.6424,0.4127
NGC7793,Sd,2.45,50.55,6.508e-11,0.514,0.7836,0.6140
NGC7793,Sd,2.62,45.95,6.104e-11,0.523,0.8668,0.7514
NGC7793,Sd,2.79,40.62,5.856e-11,0.527,0.8586,0.7372
NGC7793,Sd,2.97,35.05,5.640e-11,0.530,0.7827,0.6127
NGC7793,Sd,3.16,27.84,5.386e-11,0.534,0.8215,0.6748
NGC7793,Sd,3.33,23.29,5.108e-11,0.541,0.8650,0.7483
NGC7793,Sd,3.51,19.80,4.833e-11,0.549,0.9752,0.9511
NGC7793,Sd,3.68,17.04,4.609e-11,0.556,1.1868,1.4086
NGC7793,Sd,3.85,14.91,4.331e-11,0.563,1.1155,1.2444
NGC7793,Sd,4.03,12.42,4.064e-11,0.571,1.1802,1.3928
NGC7793,Sd,4.20,10.17,3.812e-11,0.579,1.2508,1.5644
NGC7793,Sd,4.38,8.63,3.572e-11,0.589,1.1826,1.3984
NGC7793,Sd,4.73,7.05,3.200e-11,0.603,1.1720,1.3735
NGC7793,Sd,5.25,4.42,2.782e-11,0.621,0.9998,0.9995
NGC7793,Sd,5.78,1.89,2.359e-11,0.644,0.9504,0.9033
NGC7793,Sd,6.30,2.46,2.036e-11,0.662,0.9095,0.8273
NGC7793,Sd,6.82,1.29,1.779e-11,0.677,0.8230,0.6773
NGC7793,Sd,7.35,0.85,1.524e-11,0.695,0.6963,0.4848
NGC7793,Sd,7.87,0.00,1.317e-11,0.710,0.6456,0.4168
UGC04278,Sd,0.42,33.45,4.965e-12,0.877,0.3770,0.1422
UGC04278,Sd,0.69,31.71,7.934e-12,0.820,0.5532,0.3060
UGC04278,Sd,0.97,26.28,1.014e-11,0.778,0.6827,0.4661
UGC04278,Sd,1.25,20.38,1.083e-11,0.756,0.6007,0.3609
UGC04278,Sd,1.52,13.23,9.200e-12,0.769,0.7013,0.4919
UGC04278,Sd,1.80,10.66,6.879e-12,0.804,0.8022,0.6435
