full_name,diameter,rot_per,albedo,class,H,GM
  6365 Nickschneider (1981 ES29),12.244,40.1237,0.108,MBA,13.19,
  6368 Richardmenendez (1983 RM3),4.416,3.3314,0.429,MBA,13.68,
  6370 Malpais (1984 EY),4.763,5.02,0.373,MBA,13.40,
  6371 Heinlein (1985 GS),20.586,4.96328,0.079,MBA,12.19,
  6372 Walker (1985 JW1),42.129,44.25,0.033,MBA,11.37,
  6375 Fredharris (1986 TB5),14.519,13.316,0.076,MBA,12.87,
  6376 Schamp (1987 KD1),7.924,6.6093,0.213,MBA,12.92,
  6378 (1987 SE13),12.667,6.12,0.083,MBA,13.06,
  6379 Vrba (1987 VA1),15.158,5.11,0.176,MBA,11.84,
  6381 Toyama (1988 DO1),5.028,27,0.340,MBA,13.68,
  6382 (1988 EL),4.931,2.895,0.254,IMB,13.88,
  6383 Tokushima (1988 XU1),14.848,4.76555,0.167,MBA,11.86,
  6384 Kervin (1989 AM),3.739,3.6203,0.503,IMB,13.96,
  6385 Martindavid (1989 EC2),13.471,5.476,0.089,MBA,12.99,
  6388 (1989 WL1),7.582,3.87,0.443,MBA,12.66,
  6391 Africano (1990 BN2),5.880,69.7184,0.268,MBA,13.70,
  6392 Takashimizuno (1990 HR),25.221,21.81,0.111,OMB,11.72,
  6394 (1990 QM2),3.230,3.6873,0.615,IMB,14.00,
  6397 (1991 BJ),6.249,77.2382,0.286,MBA,13.27,
  6398 Timhunter (1991 CD1),5.528,14.55,0.333,MBA,13.40,
  6399 Harada (1991 GA),5.809,11.02,0.225,MBA,13.04,
  6400 Georgealexander (1991 GQ1),12.100,41.3476,0.399,MBA,12.13,
  6401 Rontgen (1991 GB2),7.880,15.96,0.259,MBA,12.87,
  6403 Steverin (1991 NU),6.876,3.4905,0.492,MBA,13.06,
  6405 Komiyama (1992 HJ),6.529,19.855,0.263,MBA,13.40,
  6406 Mikejura (1992 MJ),4.062,6.819,0.512,MBA,13.70,
  6407 (1992 PF2),4.402,3.15,0.287,MBA,13.91,
  6409 (1992 VC),7.256,3.149,0.254,MBA,13.14,
  6410 Fujiwara (1992 WO4),14.822,7.0073,0.082,MBA,12.80,
  6413 Iye (1993 TJ3),5.337,4.664,0.357,MBA,13.72,
  6415 (1993 VR3),15.848,5.11253,0.077,MBA,12.69,
  6418 Hanamigahara (1993 XJ),6.386,6.377,0.329,MBA,13.11,
  6420 Riheijyaya (1993 XG1),13.280,8.25354,0.145,MBA,12.47,
  6422 Akagi (1994 CD1),9.084,7.74,0.257,MBA,12.64,
  6424 Ando (1994 EN3),11.270,140.062,0.206,MBA,12.29,
  6425 (1994 WZ3),10.609,103.9,0.195,MBA,12.35,
  6426 Vanysek (1995 ED),4.700,3.449,0.349,MBA,13.77,
  6432 Temirkanov (1975 TR2),21.168,5.71,0.047,MBA,12.53,
  6433 Enya (1978 WC),7.416,7.4,0.081,MBA,14.36,
  6434 Jewitt (1981 OH),4.572,3.2365,0.404,MBA,13.63,
  6436 Coco (1985 JX1),3.987,88.239,0.337,MBA,13.95,
  6438 Suarez (1988 BS3),3.014,2.9416,0.511,MBA,14.04,
  6445 Bellmore (1990 FS1),7.271,6.87835,0.366,MBA,12.79,
  6452 Johneuller (1991 HA),7.756,7.59,0.100,MBA,13.71,
  6453 (1991 NY),8.520,15,0.088,MBA,13.79,
  6454 (1991 UG1),9.493,9.8017,0.132,MBA,12.79,
  6455 (1992 HE),4.626,2.7361,0.227,APO,14.08,
  6457 Kremsmunster (1992 RT),7.021,3.86784,0.206,MBA,13.37,
  6458 Nouda (1992 TD1),7.502,4.201,0.181,MBA,13.05,
  6459 Hidesan (1992 UY5),10.582,9.05684,0.208,MBA,12.51,
  6460 Bassano (1992 UK6),4.252,2.914,0.389,MBA,13.83,
  6461 Adam (1993 VB5),2.632,46.29,0.543,IMB,14.44,
  6463 Isoda (1994 AG3),10.974,6.177,0.368,MBA,11.89,
  6464 Kaburaki (1994 CK),12.783,4.80052,0.172,MBA,12.29,
  6465 Zvezdotchet (1995 EP),15.324,8.6916,0.094,MBA,12.77,
  6469 Armstrong (1982 PC),3.720,5.965,0.243,MBA,14.56,
  6475 Refugium (1987 SZ6),29.642,8.07,0.073,MBA,11.27,
  6476 (1987 VT),14.240,10.7973,0.178,MBA,12.09,
  6477 (1988 AE5),11.187,37.589,0.149,MBA,12.58,
  6479 Leoconnolly (1988 LC),15.494,5.116,0.078,MBA,12.95,
  6481 Tenzing (1988 RH2),4.476,6.517,0.463,MBA,13.56,
  6486 Anitahill (1991 FO),3.290,38.3414,0.449,MBA,14.31,
  6488 Drebach (1991 GU9),9.131,4.127,0.092,MBA,13.05,
  6489 Golevka (1991 JX),0.53,6.026,0.151,APO,19.22,
  6495 (1992 UB1),5.307,5.693,0.476,MBA,13.19,
  6497 Yamasaki (1992 UR3),3.448,9.879,0.390,MBA,14.12,
  6499 Michiko (1992 UV6),8.922,6.004,0.293,MBA,12.57,
  6500 Kodaira (1993 ET),9.487,5.4,0.151,MCA,12.73,
  6501 Isonzo (1993 XD),2.455,6.10592,0.509,MBA,14.88,
  6502 (1993 XR1),4.858,4.1931,0.236,MBA,13.97,
  6505 Muzzio (1976 AH),15.558,13.735,0.202,MBA,11.06,
  6508 Rolcik (1982 QM),11.751,9.12693,0.052,MBA,13.80,
  6509 Giovannipratesi (1983 CQ3),15.004,14.115,0.072,MBA,12.87,
  6510 Tarry (1987 DF),6.662,6.36343,0.331,MBA,12.97,
  6511 Furmanov (1987 QR11),9.397,5.343,0.290,MBA,12.63,
  6513 (1987 UW1),5.495,2.68894,0.585,MBA,13.64,
  6514 Torahiko (1987 WY),7.555,8.7207,0.282,MBA,13.05,
  6516 Gruss (1988 TC2),6.185,13.003,0.060,MBA,14.78,
  6518 Vernon (1990 FR),12.719,4.88249,0.054,MBA,13.40,
  6521 Pina (1991 LC1),4.376,2.911,0.402,MBA,13.75,
  6522 Aci (1991 NQ),6.125,7.6937,0.392,MBA,13.10,
  6524 Baalke (1992 AO),6.336,2.682,0.278,MBA,13.26,
  6526 Matogawa (1992 TY),4.985,3.2964,0.215,MBA,13.72,
  6527 Takashiito (1992 UF6),4.732,3.016,0.346,MBA,13.83,
  6529 Rhoads (1993 XR2),4.309,9.72893,0.455,MBA,13.99,
  6530 Adry (1994 GW),6.472,3.289,0.385,MBA,12.99,
  6531 Subashiri (1994 YY),12.116,9.062,0.120,OMB,13.28,
  6532 Scarfe (1995 AC),11.971,4.932,0.258,MBA,12.69,
  6534 Carriepeterson (1995 DT1),13.409,14.291,0.108,MBA,12.58,
  6535 Archipenko (3535 P-L),9.027,6.507,0.167,MBA,13.04,
  6537 Adamovich (1979 QK6),4.253,2.4,0.170,MBA,14.08,
  6538 Muraviov (1981 SA5),8.327,2.9759,0.193,MBA,12.64,
  6539 Nohavica (1982 QG),8.641,5.8,0.078,MBA,14.23,
  6540 Stepling (1982 SL1),5.159,65.3,0.241,MBA,13.91,
  6543 Senna (1985 TP3),3.390,3.3,0.337,MBA,14.55,
  6545 Leitus (1986 TR6),50.951,16.26,0.068,TJN,10.18,
  6546 Kaye (1987 DY4),21.624,10.006,0.085,OMB,11.91,
  6553 Seehaus (1989 GP6),10.404,3.991,0.196,MBA,12.62,
  6554 Takatsuguyoshida (1989 UO1),3.926,12.584,0.218,MBA,14.49,
  6555 (1989 UU1),6.475,12.6778,0.374,MBA,12.99,
  6556 Arcimboldo (1989 YS6),5.000,2.5158,0.308,MBA,13.66,
  6559 Nomura (1991 JP),9.405,165.154,0.072,MBA,14.10,
  6561 Gruppetta (1991 TC4),6.184,3.4,0.266,MBA,13.35,
  6562 Takoyaki (1991 VR3),3.815,31.2015,0.367,MBA,14.17,
  6567 Shigemasa (1992 WS),4.627,3.2752,0.207,MBA,13.91,
  6568 Serendip (1993 DT),9.850,16,0.046,MBA,14.29,
  6570 Tomohiro (1994 JO),23.041,9.965,0.062,MBA,12.18,
  6572 Carson (1938 SX),8.407,2.8235,0.274,MBA,12.72,
  6575 Slavov (1978 PJ2),11.800,12.5005,0.088,MBA,13.26,
  6579 Benedix (1981 ES4),6.477,3.92805,0.201,MBA,13.52,
  6581 Sobers (1981 SO),5.716,6.6338,0.311,MBA,13.42,
  6582 Flagsymphony (1981 VS),19.311,113.3,0.030,MBA,12.96,
  6583 Destinn (1984 DE),11.191,283.338,0.058,MBA,12.98,
  6587 Brassens (1984 WA4),4.111,5.2,0.456,MBA,13.76,
  6589 Jankovich (1985 SL3),3.868,4.72,0.222,MBA,14.85,
  6594 Tasman (1987 MM1),6.960,3.68,0.365,MBA,12.76,
  6598 Modugno (1988 CL),11.301,6.769,0.085,MBA,13.52,
  6600 Qwerty (1988 QW),3.660,11.,0.437,MBA,13.93,
  6602 Gilclark (1989 EC),4.120,4.5686,0.237,IMB,14.36,
  6607 Matsushima (1991 UL2),7.359,11.359,0.358,MBA,12.83,
  6608 Davidecrespi (1991 VC4),5.565,20,0.174,MBA,13.46,
  6609 (1992 BN),14.211,5.314,0.167,MBA,12.10,
  6610 Burwitz (1993 BL3),5.187,3.014,0.369,MBA,13.27,
  6611 (1993 VW),1.408,2.5568,0.158,APO,16.82,
  6615 Plutarchos (9512 P-L),3.139,2.3247,0.412,MBA,14.77,
  6616 Plotinos (1175 T-1),4.054,14.624,0.205,MBA,14.11,
  6617 Boethius (2218 T-1),3.682,10.7123,0.272,MBA,14.62,
  6618 Jimsimons (1936 SO),11.506,4.142,0.070,IMB,13.49,
  6619 Kolya (1973 SS4),29.519,10.5011,0.056,MBA,11.74,
  6622 Matvienko (1978 RG1),10.029,10.216,0.092,OMB,13.49,
  6626 Mattgenge (1981 EZ46),7.962,107.081,0.040,MBA,14.50,
  6633 (1986 TR4),8.572,19.5864,0.166,MBA,13.38,
  6634 (1987 KB),10.651,5.333,0.171,MBA,12.69,
  6635 Zuber (1987 SH3),3.892,5.5355,0.321,IMB,14.26,
  6638 (1989 CA),5.715,3.878,0.196,MBA,13.83,
  6639 Marchis (1989 SO8),14.132,59.848,0.064,MBA,12.88,
  6641 Bobross (1990 OK2),6.105,5.90268,0.273,MBA,13.40,
  6642 Henze (1990 UE3),14.928,4.4696,0.126,MBA,12.50,
  6646 Churanta (1991 CA3),1.920,5.8711,1.000,IMB,14.61,
  6647 Josse (1991 GG5),6.519,5.9498,0.050,MBA,15.13,
  6649 Yokotatakao (1991 RN),7.411,7.55878,0.222,MBA,13.20,
  6650 Morimoto (1991 RS1),7.512,13.49,0.452,MBA,13.23,
  6652 (1991 SJ1),7.875,85.56,0.245,MBA,12.86,
  6653 Feininger (1991 XR1),6.170,15.674,0.386,MBA,12.98,
  6654 Lulea (1992 DT6),11.654,16.6755,0.062,MBA,13.46,
  6655 Nagahama (1992 EL1),16.161,5.224,0.147,MBA,11.68,
  6659 Pietsch (1992 YN),5.533,12.985,0.366,MBA,13.45,
  6660 Matsumoto (1993 BC),3.054,7.556,0.396,MBA,14.60,
  6662 (1993 BP13),8.340,24,0.435,MBA,12.26,
  6663 Tatebayashi (1993 CC),8.583,4.8,0.316,MBA,12.40,
  6664 Tennyo (1993 CK),4.156,3.2,0.309,MBA,14.07,
  6665 Kagawa (1993 CN),12.003,6.7494,0.177,MBA,12.28,
  6667 Sannaimura (1994 EK2),5.960,2.8922,0.286,MBA,13.48,
  6670 Wallach (1994 LL1),8.740,4.08,0.366,MBA,12.55,
  6671 Concari (1994 NC1),10.956,5.22042,0.071,MBA,12.89,
  6672 Corot (1213 T-1),2.144,37.62,0.803,MBA,14.71,
  6674 Cezanne (4272 T-1),11.589,3.37,0.053,MBA,13.68,
  6676 Monet (2083 T-2),10.929,3.48,0.085,MBA,13.38,
  6677 Renoir (3045 T-3),18.573,4.67272,0.141,OMB,12.39,
  6680 (1970 WD),4.482,6.722,0.421,MBA,13.69,
  6681 Prokopovich (1972 RU3),4.288,3.369,0.220,MBA,14.05,
  6685 Boitsov (1978 QG2),3.559,2.5,0.350,MBA,14.45,
  6686 Hernius (1979 QC2),8.571,4.707,0.200,MBA,12.81,
  6689 Floss (1981 EQ24),2.994,0.88,0.164,MBA,15.02,
  6693 (1986 CC2),8.413,11.39,0.026,MBA,13.89,
  6694 (1986 PF),7.469,7.01,0.263,MBA,13.16,
  6701 Warhol (1988 AW1),8.938,3.523,0.202,MBA,12.51,
  6702 (1988 BP3),10.807,18.205,0.079,MBA,13.68,
  6706 (1988 VD3),5.070,53.398,0.253,MBA,13.92,
  6707 Shigeru (1988 VZ3),3.142,2.6156,0.449,MBA,14.47,
  6708 Bobbievaile (1989 AA5),8.074,12.3415,0.169,MBA,13.23,
  6709 Hiromiyuki (1989 CD),3.975,6.828,0.338,MBA,13.97,
  6713 Coggie (1990 KM),4.386,5.31,0.401,MBA,13.70,
  6714 Montreal (1990 OE2),9.517,2.651,0.195,MBA,12.38,
  6716 Jacobsen (1990 RO1),15.985,28.1578,0.052,MBA,13.29,
  6719 Gallaj (1990 UL11),8.133,4.43,0.203,MBA,13.06,
  6720 Gifu (1990 VP2),21.191,4.231,0.099,MBA,12.29,
  6721 Minamiawaji (1990 VY6),14.929,21.13,0.087,MBA,12.87,
  6723 Chrisclark (1991 CL3),19.052,10.97,0.064,OMB,12.47,
  6726 Suthers (1991 PS),3.455,4204.,0.207,MBA,14.23,
  6729 Emiko (1991 VV2),9.395,3.1335,0.264,MBA,12.67,
  6730 Ikeda (1992 BH),9.118,16.33408,0.307,MBA,12.44,
  6733 (1992 EF),13.053,11.357,0.197,MBA,12.11,
  6734 Benzenberg (1992 FB),13.945,196.708,0.190,MBA,12.02,
  6737 Okabayashi (1993 ER),4.629,2.55,0.395,MBA,13.87,
  6741 Liyuan (1994 FX),4.622,10.768,0.396,MBA,13.81,
  6742 Biandepei (1994 GR),5.440,8.04394,0.300,MBA,13.53,
  6743 Liu (1994 GS),5.302,7.364,0.274,MBA,13.64,
  6744 Komoda (1994 JL),3.968,3.11,0.339,MBA,14.07,
  6746 Zagar (1994 NP),7.741,8.136,0.295,MBA,12.74,
  6750 Katgert (1078 T-1),9.853,9.445,0.199,MBA,12.64,
  6751 van Genderen (1114 T-1),4.118,3.143,0.378,MBA,14.03,
  6755 Solov'yanenko (1976 YE1),7.081,8.1681,0.222,MBA,13.23,
  6758 Jesseowens (1980 GL),11.866,3.87772,0.042,MBA,13.46,
  6759 (1980 KD),18.673,19.3478,0.061,OMB,12.69,
  6764 Kirillavrov (1981 TM3),5.287,4.739,0.399,MBA,13.39,
  6767 Shirvindt (1983 AA3),6.362,10.7866,0.275,MBA,13.47,
  6777 Balakirev (1989 SV1),12.207,9.116,0.082,MBA,13.24,
  6778 Tosamakoto (1989 TX10),7.779,6,0.463,MBA,12.89,
  6779 Perrine (1990 DM1),4.189,72.279,0.277,MBA,14.13,
  6781 Sheikhumarrkhan (1990 OD),9.174,6.18122,0.063,MBA,14.16,
  6784 Bogatikov (1990 UN13),6.188,11.527,0.319,MBA,13.14,
  6785 (1990 VA7),27.930,6.41655,0.056,MBA,11.24,
  6787 (1991 PF15),4.865,4.6452,0.297,MBA,13.49,
  6790 Pingouin (1991 SF1),4.773,12,0.371,MBA,13.57,
  6793 Palazzolo (1991 YE),9.882,6.231,0.083,MBA,13.84,
  6794 Masuisakura (1992 DK),26.82,4.58,0.0978,MBA,11.28,
  6795 Ornskoldsvik (1993 FZ12),6.078,13.947,0.190,MBA,13.81,
  6796 Sundsvall (1993 FH24),11.073,4.887226,0.063,MBA,13.72,
  6801 Strekov (1995 UM1),4.868,6.171,0.297,MBA,13.73,
  6805 Abstracta (4600 P-L),11.870,152.183,0.087,MBA,13.21,
  6808 Plantin (1932 CP),5.360,5.82,0.289,MBA,13.64,
  6809 Sakuma (1938 DM1),5.566,2.5749,0.328,MBA,13.52,
  6814 Steffl (1979 MC2),6.802,5.43521,0.264,MBA,13.16,
  6818 Sessyu (1983 EM1),4.992,3.0717,0.235,MBA,14.11,
  6819 McGarvey (1983 LL),4.684,2.7247,0.243,MBA,14.17,
  6823 (1988 ED1),9.326,2.546,0.293,MBA,12.27,
  6825 Irvine (1988 TJ2),4.671,3.61588,0.294,MBA,13.84,
  6827 Wombat (1990 SN4),7.842,40.132,0.287,MBA,12.68,
  6829 Charmawidor (1991 BM1),7.326,27.824,0.228,MBA,13.24,
  6830 Johnbackus (1991 JB1),15.286,4.93137,0.076,MBA,12.79,
  6833 (1993 FC1),6.515,165.7,0.316,MBA,13.11,
  6835 Molfino (1994 HT1),4.005,3.69,0.333,MBA,14.23,
  6837 Bressi (1994 XN4),8.277,5.74145,0.258,MBA,12.61,
  6838 Okuda (1995 UD9),10.913,8.983,0.264,MBA,12.27,
  6840 (1995 WW5),8.560,482.274,0.043,MBA,14.55,
  6842 Krosigk (3016 P-L),5.780,25.1212,0.175,MBA,13.98,
  6843 Heremon (1975 TC6),5.225,8.2865,0.330,MBA,13.32,
  6844 Shpak (1975 VR5),4.249,225.32,0.295,MBA,14.20,
  6845 Mansurova (1976 JG2),4.757,21.33,0.311,MBA,13.93,
  6848 Casely-Hayford (1978 VG5),10.892,6.05,0.094,MBA,13.30,
  6849 Doloreshuerta (1979 MX6),4.071,6.254,0.424,MBA,13.79,
  6851 Chianti (1981 RO1),2.831,6.635,0.383,MBA,14.47,
  6852 Nannibignami (1985 CN2),4.151,3.025,0.372,MBA,13.89,
  6853 Silvanomassaglia (1986 CD2),3.441,2.796,0.312,MBA,14.54,
  6854 Georgewest (1987 UG),4.203,3.6298,0.363,MBA,13.97,
  6859 Datemasamune (1991 CZ),3.805,5.944,0.404,IMB,13.93,
  6861 (1991 FA3),17.827,19.466,0.077,MBA,12.47,
  6866 Kukai (1992 CO),13.402,19.4526,0.171,MBA,12.20,
  6867 Kuwano (1992 FP1),6.710,7.367,0.271,MBA,13.19,
  6870 Pauldavies (1992 OG),2.546,4.487,0.750,IMB,14.02,
  6876 Beppeforti (1994 RK1),4.246,51.,0.324,MBA,13.97,
  6877 Giada (1994 TB2),4.657,4.1745,0.296,MBA,13.77,
  6878 Isamu (1994 TN2),8.249,4.755,0.078,MBA,14.11,
  6882 Sormano (1995 CC1),8.096,3.69,0.269,MBA,12.78,
  6883 Hiuchigatake (1996 AF),13.354,5.508,0.082,MBA,13.10,
  6884 Takeshisato (9521 P-L),3.324,51.0731,0.334,MBA,14.32,
  6886 Grote (1942 CG),8.444,5.755,0.347,MBA,12.57,
  6887 Hasuo (1951 WH),4.298,2.752,0.325,MBA,13.82,
  6891 Triconia (1976 SA),8.321,29.8,0.161,MBA,13.37,
  6897 Tabei (1987 VQ),4.525,5.862,0.238,MBA,14.16,
  6901 Roybishop (1989 PA),5.050,4.766,0.191,IMB,13.81,
  6905 Miyazaki (1990 TW),13.275,2.7418,0.221,MBA,11.85,
  6911 Nancygreen (1991 GN),2.548,54.7,0.392,IMB,14.28,
  6915 (1992 HH),7.098,4.76345,0.320,MBA,13.14,
  6916 Lewispearce (1992 OJ),11.962,23.497,0.312,MBA,11.81,
  6918 Manaslu (1993 FV3),5.216,8.97,0.269,MBA,13.76,
  6919 Tomonaga (1993 HP),4.095,5.5405,0.254,MBA,14.10,
  6920 Esaki (1993 JE),4.962,3.0695,0.413,MBA,13.49,
  6921 Janejacobs (1993 JJ),5.269,5.062,0.349,MBA,13.49,
  6922 Yasushi (1993 KY1),4.472,3.434,0.322,MBA,13.93,
  6923 Borzacchini (1993 SD),6.759,6.55174,0.140,MBA,13.95,
  6924 Fukui (1993 TP),29.616,38.6172,0.052,OMB,11.79,
  6925 Susumu (1993 UW2),22.860,52.7947,0.046,MBA,12.33,
  6929 Misto (1994 UE),7.315,4.248,0.228,MBA,12.74,
  6930 (1994 VJ3),11.332,83.225,0.095,OMB,13.09,
  6932 Tanigawadake (1994 YK),5.211,3.79,0.215,MBA,13.90,
  6933 Azumayasan (1994 YW),11.522,7.78,0.058,MBA,13.63,
  6939 Lestone (1952 SW1),5.297,2.821,0.229,MBA,13.92,
  6941 Dalgarno (1976 YA),8.063,12.2146,0.272,MBA,12.64,
  6943 Moretto (1978 VR4),4.058,2.8221,0.269,MBA,14.08,
  6944 Elaineowens (1979 MR3),3.367,2.9128,0.357,MBA,14.45,
  6946 (1980 RX1),4.943,15.1044,0.218,MBA,13.76,
  6948 Gounelle (1981 ET22),3.626,12.115,0.256,MBA,14.60,
  6949 Zissell (1982 RZ),8.184,3.6336,0.075,MBA,13.81,
  6950 Simonek (1982 YQ),7.437,3.083,0.266,MBA,12.97,
  6952 Niccolo (1986 JT),15.962,12.532,0.048,MBA,13.10,
  6959 Mikkelkocha (1988 VD1),9.788,2.5806,0.292,MBA,12.36,
  6961 Ashitaka (1989 KA),4.578,3.1457,0.253,MBA,13.57,
  6970 Saigusa (1992 AL1),4.648,56.704,0.391,MBA,13.63,
  6971 Omogokei (1992 CT),6.847,4.421,0.377,MBA,13.25,
  6972 Helvetius (1992 GY3),6.878,16.35,0.492,MBA,13.11,
  6974 Solti (1992 MC),9.818,2.423,0.318,MBA,12.06,
  6976 Kanatsu (1993 KD2),5.497,4.025,0.307,MBA,13.18,
  6979 Shigefumi (1993 RH),8.232,11.9455,0.253,MBA,12.45,
  6980 Kyusakamoto (1993 SV1),8.791,3.253,0.301,MBA,12.50,
  6982 Cesarchavez (1993 UA3),7.915,16.08,0.261,MBA,12.85,
  6983 Komatsusakyo (1993 YC),26.889,9.88464,0.035,OMB,12.36,
  6984 Lewiscarroll (1994 AO),48.053,24.65,0.044,OMB,10.72,
  6987 Onioshidashi (1994 WZ),5.723,35.6657,0.135,MBA,13.84,
  6990 Toya (1994 XU4),14.020,15.622,0.108,MBA,13.16,
  6991 Chichibu (1995 AX),4.464,9.4921,0.808,MBA,12.93,
  6992 Minano-machi (1995 BT1),13.612,24,0.151,MBA,12.30,
  7001 Noether (1955 EH),6.072,9.5809,0.252,MBA,13.41,
  7004 Markthiemens (1979 OB9),4.388,6.025,0.253,MBA,14.13,
  7005 Henninghaack (1981 ET25),3.161,12.914,0.405,MBA,14.35,
  7010 Locke (1987 QH3),4.151,6.77685,0.339,MBA,14.02,
  7011 Worley (1987 SK1),5.169,6.419,0.151,MBA,14.43,
  7012 Hobbes (1988 CH2),4.666,8.938,0.351,MBA,13.72,
  7015 Schopenhauer (1990 QC8),4.806,68.558,0.133,MBA,14.18,
  7016 Conandoyle (1991 YG),4.085,6.5427,0.320,MBA,14.26,
  7019 Tagayuichan (1992 EM1),12.600,30.,0.041,MBA,13.59,
  7020 Yourcenar (1992 GR2),9.061,10.18,0.071,MBA,14.15,
  7022 (1992 JN4),6.978,5.517,0.275,MBA,13.21,
  7023 Heiankyo (1992 KE),5.770,10.807,0.165,MBA,13.26,
  7024 Impey (1992 PA4),17.223,4.38,0.064,MBA,12.46,
  7025 (1993 QA),0.498,2.5057,0.340,APO,18.08,
  7027 Toshihanda (1993 XT),23.833,36.304,0.065,OMB,11.87,
  7028 Tachikawa (1993 XC1),7.305,10.489,0.275,MBA,12.94,
  7029 (1993 XT2),17.961,10,0.087,OMB,12.28,
  7030 Colombini (1993 YU),6.529,6.5937,0.074,MBA,13.89,
  7033 (1994 WN2),4.741,2.8162,0.218,MBA,13.90,
  7035 Gomi (1995 BD3),14.895,62.897,0.063,MBA,12.97,
  7036 Kentarohirata (1995 BH3),19.172,11.283,0.076,MBA,12.36,
  7038 Tokorozawa (1995 DJ2),14.463,160.044,0.053,OMB,13.02,
  7041 Nantucket (4081 P-L),3.903,4.3,0.168,MBA,14.27,
  7043 Godart (1934 RB),5.721,8.4531,0.225,MBA,13.28,
  7052 Octaviabutler (1988 VQ2),9.082,6.1,0.189,MBA,13.14,
  7053 (1989 FA),4.489,4.75387,0.265,MBA,14.05,
  7055 Fabiopagan (1989 KB),6.692,4.16845,0.321,MBA,13.03,
  7062 Meslier (1991 PY5),6.619,4.012,0.279,MBA,13.30,
  7067 Kiyose (1993 XE),14.201,67.787,0.182,MBA,11.98,
  7070 (1994 YO2),4.313,3.25,0.378,MBA,13.89,
  7072 Beijingdaxue (1996 CB8),4.172,5.304,0.212,MBA,14.13,
  7073 Rudbelia (1972 RU1),2.942,7.15587,0.269,MBA,14.69,
  7077 Shermanschultz (1982 VZ),14.164,4.86,0.073,OMB,13.05,
  7080 (1986 RS1),4.270,2.826,0.195,MBA,14.75,
  7081 Ludibunda (1987 QF7),10.145,2.885,0.143,MBA,13.10,
  7082 La Serena (1987 YL1),9.497,269.,0.235,MBA,12.64,
  7085 Franksienkiewicz (1991 PE),16.573,3.615,0.071,MBA,12.78,
  7086 Bopp (1991 TA1),3.999,29.15,0.366,IMB,14.01,
  7087 Lewotsky (1991 TG4),2.579,3.9446,1.000,IMB,14.25,
  7088 Ishtar (1992 AA),1.298,2.679,0.260,AMO,16.83,
  7089 (1992 FX1),5.011,3.036,0.308,MBA,13.83,
  7090 (1992 HY4),4.681,9.074,0.321,MBA,13.76,
  7098 Reaumur (1993 TK39),9.605,228.89,0.076,MBA,13.90,
  7103 Wichmann (1953 GH),8.837,54.5889,0.206,MBA,12.88,
  7106 Kondakov (1978 PM3),7.608,7.5969,0.367,MBA,12.61,
  7107 Peiser (1980 PB1),4.821,5.93656,0.209,MBA,14.18,
  7111 (1985 QA1),6.121,11.21,0.222,MBA,13.79,
  7116 Mentall (1986 XX),7.412,6.489,0.152,MBA,13.51,
  7118 Kuklov (1988 VD5),10.194,21.724,0.186,MBA,12.56,
  7119 Hiera (1989 AV2),59.150,400,0.067,TJN,9.78,
  7122 Iwasaki (1989 EN2),3.089,96,0.280,MBA,14.77,
  7124 Glinos (1990 OJ4),14.594,29.31,0.161,MBA,11.50,
  7126 Cureau (1991 GJ4),5.741,81.407,0.213,MBA,13.75,
  7132 Casulli (1993 SE),9.015,3.5238,0.089,MBA,13.88,
  7133 Kasahara (1993 TX1),5.783,8.845,0.401,MBA,13.14,
  7134 Ikeuchisatoru (1993 UY),6.409,20,0.327,MBA,13.31,
  7138 (1994 AK15),4.330,145.264,0.494,MBA,13.50,
  7139 Tsubokawa (1994 CV2),8.768,2.756,0.210,MBA,12.90,
  7142 Spinoza (1994 PC19),20.287,12.375,0.036,MBA,12.99,
  7143 Haramura (1995 WU41),12.078,3.664,0.277,MBA,11.83,
  7144 Dossobuono (1996 KQ),4.894,3.4685,0.268,MBA,13.92,
  7145 Linzexu (1996 LO),7.347,2.905,0.327,MBA,12.70,
  7148 Reinholdbien (1047 T-1),6.107,11.9518,0.323,MBA,13.50,
  7150 McKellar (1929 TD1),8.439,7.23,0.052,MBA,14.43,
  7151 (1971 SX3),9.381,5.072,0.322,MBA,12.44,
  7152 Euneus (1973 SH1),39.770,9.73,0.093,TJN,10.32,
  7153 Vladzakharov (1975 XP3),7.547,105.143,0.065,MBA,14.58,
  7157 Lofgren (1981 EC8),3.335,34.191,0.332,MBA,14.59,
  7160 Tokunaga (1981 UQ29),5.125,5.1352,0.322,MBA,13.48,
  7165 Pendleton (1985 RH),6.985,3.989,0.301,MBA,13.01,
  7166 Kennedy (1985 TR),5.129,3.659,0.267,MBA,13.87,
  7167 Laupheim (1985 TD3),23.229,7.04,0.057,MBA,12.29,
  7170 Livesey (1987 MK),9.688,7.55049,0.188,MBA,12.76,
  7172 Multatuli (1988 DE2),3.886,3.479,0.353,MBA,14.10,
  7173 Sepkoski (1988 PL1),4.137,2.5006,0.236,IMB,14.04,
  7174 Semois (1988 SQ),25.526,7.456,0.074,OMB,11.72,
  7177 Melvyntaylor (1990 TF),7.430,3.29372,0.266,MBA,13.27,
  7181 (1991 PH12),14.755,206.688,0.098,MBA,12.64,
  7182 Robinvaughan (1991 RV1),14.962,8.8111,0.114,MBA,13.10,
  7183 (1991 RE16),12.299,275.754,0.217,MBA,12.23,
  7186 Tomioka (1991 YF),13.346,7.309,0.069,MBA,13.14,
