KIC,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,flag1,flag2,flag3,flag4
6303460,6238.0,135.7,128.7,4.303,0.037,0.04,1.173,0.068,0.08,14.47,1.37,10296,,1,0,
6303052,6447.4,199.1,442.9,4.0,0.091,0.125,1.297,0.155,0.234,14.0,1.11,2529,,1,,
6303333,6492.3,141.0,130.8,4.002,0.035,0.036,1.433,0.075,0.073,13.88,1.14,500,,1,0,
6303230,5510.1,127.0,116.1,4.297,0.064,0.062,0.91,0.07,0.061,15.52,0.9,1277,,1,0,
6303170,5998.7,123.2,117.7,4.388,0.056,0.071,1.05,0.071,0.075,13.5,0.94,21113,,1,,
6222624,6743.0,189.0,283.0,4.208,0.121,0.135,1.3,0.152,0.209,20.37,1.64,793,,2,,
6302777,6195.0,121.0,117.2,4.315,0.051,0.056,1.15,0.066,0.077,6.68,0.69,2446,,1,0,
6303119,6795.9,150.4,129.0,4.345,0.015,0.019,1.285,0.028,0.03,2.65,0.21,7820,1,1,0,
6303110,6272.1,136.0,128.3,4.142,0.031,0.039,1.274,0.058,0.076,6.3,0.5,1211,,1,0,
6381663,5222.0,182.0,182.0,4.553,0.09,0.06,0.688,0.093,0.043,9.69,0.71,26136,,2,,
6381837,5945.3,116.3,111.9,4.261,0.039,0.04,0.951,0.069,0.065,24.17,2.13,1074,,1,0,
6302714,5403.0,113.2,101.7,4.408,0.051,0.046,0.878,0.067,0.056,29.95,3.73,7491,,1,0,
6381505,6817.8,141.9,140.8,4.232,0.031,0.033,1.38,0.066,0.061,4.59,0.69,648,,1,0,
6381489,6036.2,161.5,178.9,4.175,0.055,0.062,1.154,0.095,0.115,13.59,0.93,3057,,1,0,
5897788,5777.8,118.3,114.8,4.404,0.049,0.058,0.985,0.067,0.074,17.33,1.27,6379,,1,0,
5812263,6926.3,145.6,153.3,4.015,0.034,0.034,1.511,0.079,0.076,9.62,0.53,469,,2,0,
5897530,5669.7,94.7,89.0,4.537,0.015,0.022,0.92,0.026,0.036,19.36,1.73,14667,,1,0,
5897218,5413.3,114.8,109.1,4.558,0.024,0.036,0.846,0.042,0.053,23.67,2.16,19827,,1,0,
5897435,6293.1,122.8,111.7,3.8,0.028,0.027,1.73,0.057,0.072,10.48,1.64,3041,,1,0,
5897396,6097.8,109.6,108.5,4.396,0.029,0.037,1.057,0.053,0.065,2.18,0.15,25511,1,1,0,
5982605,5250.1,70.3,65.8,4.308,0.021,0.017,0.86,0.027,0.022,16.51,2.47,3991,,1,0,
5897804,6301.8,122.5,116.8,4.411,0.027,0.034,1.105,0.049,0.058,8.04,0.63,5407,,1,0,
5982241,5421.1,117.4,109.3,4.599,0.028,0.032,0.789,0.046,0.048,33.06,5.83,7887,,1,0,
5982423,5772.9,129.7,125.7,4.247,0.039,0.042,1.009,0.082,0.08,25.25,3.35,1676,,1,0,
5897029,5898.4,129.2,126.0,4.322,0.045,0.047,1.038,0.079,0.081,12.78,0.81,2135,,1,0,
5981655,5559.4,131.4,124.8,4.315,0.058,0.057,0.923,0.074,0.067,23.03,4.6,1726,,1,0,
5981689,6679.4,130.7,126.4,4.311,0.019,0.025,1.312,0.038,0.043,3.96,0.41,1447,,1,0,
5981636,5706.5,90.1,89.9,4.486,0.014,0.022,1.03,0.029,0.04,9.23,0.66,65497,,1,0,
5896951,5683.4,157.7,167.6,4.35,0.135,0.207,0.963,0.112,0.09,18.44,1.9,7540,,1,,
5981351,6860.8,146.7,145.9,4.269,0.029,0.029,1.276,0.047,0.043,3.94,0.4,1480,,2,0,
5896832,5575.3,181.5,197.0,4.251,0.201,0.255,0.947,0.155,0.099,16.1,1.68,1996,,1,,
5981151,5986.1,128.2,121.5,4.166,0.067,0.064,1.136,0.085,0.093,2.29,0.16,19464,1,1,0,
5981224,5372.4,92.7,92.6,4.551,0.016,0.026,0.893,0.028,0.038,7.98,0.58,31602,,1,0,
5981295,5988.7,115.5,113.0,4.425,0.029,0.041,1.04,0.05,0.068,15.09,1.42,16995,,1,0,
5981126,5657.7,107.9,105.0,4.493,0.034,0.042,0.981,0.056,0.055,20.93,1.68,1622,,1,,
5981925,6071.6,114.5,97.5,4.087,0.03,0.039,1.244,0.059,0.099,17.1,2.2,749,,1,0,
5981820,6180.0,133.4,118.3,4.154,0.029,0.039,1.229,0.062,0.083,11.52,0.98,628,,1,0,
5981595,6153.7,115.1,109.5,4.438,0.018,0.029,1.062,0.035,0.056,15.77,2.28,4049,,1,0,
6063385,6276.9,138.9,116.0,4.15,0.029,0.031,1.367,0.057,0.051,9.03,0.72,1663,,1,0,
6063533,5211.9,101.0,93.1,4.524,0.036,0.042,0.836,0.048,0.054,23.37,2.41,7756,,1,0,
5982557,5585.7,104.5,100.5,4.509,0.025,0.037,0.914,0.042,0.059,15.83,1.34,23880,,1,0,
5982901,6365.0,177.0,222.0,4.171,0.22,0.18,1.053,0.167,0.137,9.68,0.77,12027,,2,,
6064473,5545.7,98.5,94.1,4.513,0.026,0.039,0.904,0.043,0.058,20.78,2.76,3985,,1,0,
6064518,6174.5,162.7,142.2,4.087,0.042,0.046,1.272,0.067,0.105,18.24,2.42,1063,,1,0,
6064061,5537.9,145.5,142.0,3.555,0.022,0.025,1.605,0.06,0.058,32.15,2.47,7888,,1,0,
6064051,6134.9,118.9,108.2,4.029,0.031,0.048,1.3,0.063,0.12,0.77,0.05,6857,1,3,0,
6064684,5354.8,86.2,83.2,4.555,0.017,0.028,0.88,0.029,0.039,6.67,0.48,57436,,1,0,
6064844,5580.0,122.1,122.6,4.445,0.041,0.048,0.927,0.065,0.07,8.56,0.64,52651,,1,0,
6146069,5437.1,122.7,108.3,4.173,0.046,0.043,0.907,0.064,0.054,14.62,2.87,1808,,1,0,
6146008,5192.2,105.2,92.4,4.456,0.046,0.038,0.836,0.055,0.041,10.82,0.83,18183,,1,0,
6064517,6555.8,127.6,137.8,4.07,0.033,0.033,1.4,0.067,0.059,20.38,1.63,686,,1,0,
6145958,5035.9,105.6,98.2,4.564,0.03,0.038,0.789,0.043,0.047,19.66,1.84,22569,,1,0,
6064024,5262.7,65.1,62.9,4.238,0.02,0.019,0.867,0.021,0.021,9.11,0.69,46309,,1,0,
6145471,5788.9,109.3,100.8,4.463,0.026,0.037,0.977,0.049,0.067,8.31,0.59,56411,,1,0,
6063741,6100.2,137.8,111.4,4.151,0.033,0.037,1.208,0.066,0.085,4.51,0.31,13860,1,1,0,
6145134,6048.9,109.8,105.8,4.415,0.028,0.039,1.06,0.05,0.067,10.25,1.13,3596,,1,0,
6145162,6144.7,113.1,109.9,4.379,0.028,0.039,1.109,0.052,0.073,14.35,1.86,1659,,1,0,
6145023,5687.3,115.1,108.8,4.228,0.045,0.046,0.98,0.077,0.073,9.04,0.65,21362,,1,0,
6145098,6642.7,133.1,127.6,4.347,0.017,0.022,1.255,0.031,0.042,2.06,0.15,6584,1,1,0,
6145290,5845.3,105.1,100.8,4.48,0.023,0.035,0.975,0.041,0.059,5.76,0.43,46126,,1,0,
6145216,6495.6,181.6,138.2,4.344,0.021,0.027,1.23,0.05,0.061,20.33,1.65,3324,,1,0,
6227153,5978.3,127.7,130.4,3.946,0.054,0.041,1.231,0.143,0.079,26.81,4.1,2492,,1,0,
6226908,5549.1,119.6,132.4,4.509,0.027,0.04,0.906,0.046,0.061,22.74,2.91,22884,,1,0,0
5981012,6422.2,126.7,116.1,3.87,0.033,0.039,1.54,0.077,0.12,10.87,0.9,647,,1,0,
5981268,5585.8,113.9,105.2,4.507,0.033,0.043,0.909,0.05,0.058,25.4,2.22,10227,,1,0,
6063081,5870.6,111.7,106.1,4.48,0.027,0.037,0.975,0.046,0.059,20.46,2.59,6071,,1,0,
6062681,5608.7,575.3,198.6,3.975,0.176,0.176,1.2,0.473,0.202,26.31,4.8,5082,,1,,
6062756,6096.8,125.1,105.0,4.135,0.03,0.04,1.21,0.063,0.09,19.26,1.91,567,,1,0,
6062673,6313.8,131.2,124.2,4.019,0.031,0.037,1.331,0.061,0.096,45.73,6.39,3067,,1,0,
6062693,6944.7,155.0,148.3,4.085,0.042,0.042,1.504,0.085,0.079,15.86,1.2,3649,,2,0,
6063190,5536.0,105.3,101.2,4.509,0.027,0.04,0.904,0.045,0.059,14.49,1.19,31537,,1,0,
6063217,5198.1,104.2,96.9,4.567,0.024,0.035,0.811,0.038,0.052,13.61,1.1,22534,,1,0,
6063326,5527.8,117.8,115.3,4.493,0.037,0.051,0.905,0.053,0.062,16.64,1.26,30289,,1,0,
6063291,5599.1,92.9,90.4,4.494,0.027,0.037,0.924,0.046,0.061,20.64,3.56,919,,1,0,
6144188,5903.0,129.6,119.9,4.538,0.021,0.026,0.908,0.036,0.042,15.0,1.2,30691,,1,0,
6144404,5214.0,107.5,99.4,4.526,0.036,0.043,0.835,0.048,0.053,25.4,2.02,15539,,1,0,
6062337,5477.6,105.3,106.2,4.486,0.035,0.045,0.899,0.054,0.065,25.22,4.59,3583,,1,0,
6062486,6757.9,135.9,131.7,4.238,0.024,0.028,1.431,0.053,0.062,2.91,0.33,2163,,1,0,
6062292,5631.5,135.5,121.2,4.191,0.166,0.168,0.88,0.085,0.066,7.29,0.51,15527,,1,,
6062348,6061.0,210.0,231.0,4.314,0.153,0.187,0.994,0.169,0.112,17.46,1.83,9935,,2,,
6062399,5265.5,83.7,74.2,4.271,0.031,0.029,0.874,0.032,0.024,21.96,1.77,34568,,1,1,
6062591,5210.9,143.0,130.7,3.755,0.032,0.043,1.262,0.064,0.087,11.55,0.88,965,,1,0,
6062495,5866.3,110.3,108.2,4.371,0.049,0.059,1.093,0.061,0.068,10.59,0.83,37112,,1,,
6062189,5872.1,121.3,119.5,4.381,0.044,0.052,1.019,0.07,0.077,14.28,1.99,4049,,1,0,
6062157,5656.3,106.5,99.7,4.526,0.02,0.032,0.91,0.036,0.051,16.42,1.57,11987,,1,0,
6062168,5571.6,126.2,121.5,4.206,0.049,0.047,0.942,0.074,0.067,16.19,1.5,8165,,1,0,
6062185,6072.4,104.7,102.7,4.433,0.02,0.029,1.065,0.037,0.052,15.15,2.93,2211,,1,0,
6143648,5922.2,118.8,111.6,4.46,0.028,0.038,1.001,0.049,0.062,14.59,1.14,7421,,1,0,
6143547,5453.9,104.3,106.1,4.495,0.033,0.044,0.892,0.052,0.063,20.51,3.15,1101,,1,0,
6144072,5888.0,119.3,117.4,4.402,0.042,0.052,1.019,0.064,0.075,9.36,1.04,15242,,1,0,
6144016,6219.5,181.5,207.0,3.856,0.033,0.05,1.498,0.077,0.19,17.34,1.94,2874,,1,0,
6144262,4744.7,74.4,70.8,4.566,0.027,0.023,0.755,0.037,0.032,33.99,5.53,8191,,1,0,
6144304,6020.9,158.5,158.6,3.881,0.066,0.067,1.31,0.159,0.102,20.79,2.25,578,,1,0,
6143946,6949.7,152.1,147.0,4.098,0.034,0.034,1.496,0.082,0.074,1.93,0.13,1391,1,2,0,
6225460,5825.0,127.1,125.2,4.389,0.047,0.055,1.002,0.07,0.078,14.59,1.18,13603,,1,0,
6144865,6441.6,842.0,403.5,4.359,0.024,0.031,1.201,0.112,0.115,5.37,0.45,11714,,1,0,
6145032,6226.4,128.5,118.7,4.294,0.037,0.038,1.172,0.066,0.077,0.81,0.06,2065,1,1,0,
6145012,6173.0,193.4,209.7,4.199,0.032,0.042,1.201,0.08,0.108,15.52,1.75,2954,,1,0,
6144694,6173.7,236.6,222.5,3.974,0.152,0.13,1.318,0.22,0.196,22.41,1.55,982,,1,,
6225898,6763.9,151.2,137.4,4.353,0.016,0.02,1.262,0.031,0.037,2.91,0.23,10479,1,1,0,
6226257,6168.6,111.8,108.6,4.393,0.024,0.035,1.107,0.046,0.068,7.19,0.53,31681,,1,0,
6226290,5816.2,147.0,137.7,4.497,0.026,0.033,0.952,0.046,0.058,13.43,1.1,25307,,1,,0
6226556,5257.3,90.0,86.8,4.519,0.033,0.039,0.848,0.049,0.056,8.98,0.65,46974,,1,0,
6226251,5567.0,219.8,171.8,4.56,0.017,0.027,0.865,0.029,0.045,9.69,0.71,33039,,1,0,
6225921,5439.8,96.7,92.5,4.562,0.02,0.032,0.85,0.033,0.049,30.58,5.19,4164,,1,0,
6225718,5948.7,113.0,105.2,4.234,0.037,0.04,1.057,0.073,0.074,8.6,1.04,242,,1,0,
6306122,5395.6,97.8,95.3,4.529,0.026,0.04,0.872,0.041,0.059,5.79,0.5,117065,1,1,0,
6306123,5481.9,103.1,98.8,4.41,0.045,0.045,0.899,0.069,0.064,3.38,0.22,121717,1,1,0,
6305367,5193.7,97.2,93.7,4.573,0.022,0.034,0.806,0.035,0.051,29.58,3.19,4553,,1,0,
6305859,5329.1,108.7,90.5,4.378,0.047,0.037,0.862,0.058,0.041,25.94,2.56,5507,,1,0,
6305570,5804.5,107.7,105.7,4.454,0.029,0.039,0.983,0.051,0.067,17.96,1.53,20959,,1,0,
6305665,6218.0,137.4,126.1,4.048,0.036,0.043,1.312,0.065,0.106,10.89,0.83,28876,,1,0,
6306269,5754.8,99.1,97.9,4.5,0.021,0.034,0.946,0.038,0.057,7.24,0.55,30768,,1,0,
6306482,5136.5,101.5,93.4,4.536,0.033,0.039,0.821,0.045,0.051,21.96,1.75,23766,,1,0,
6306451,5598.0,219.6,139.6,4.475,0.036,0.043,0.93,0.067,0.07,17.61,2.0,2953,,1,0,
6385065,6944.6,150.5,140.8,4.18,0.029,0.032,1.512,0.073,0.074,5.29,0.31,1024,1,2,0,
6306295,6424.7,125.5,137.6,4.265,0.033,0.031,1.257,0.062,0.068,7.19,0.54,207,,1,0,
6384496,6735.0,162.0,222.0,4.198,0.144,0.192,1.317,0.184,0.224,2.82,0.21,12303,1,2,,
6384425,6203.5,115.5,113.0,4.372,0.025,0.037,1.13,0.051,0.071,5.48,0.4,55187,1,1,0,
6146246,6016.0,138.1,138.0,4.138,0.099,0.09,1.076,0.118,0.102,3.99,0.29,18511,,1,,
6227515,6604.5,139.6,140.6,4.111,0.032,0.031,1.512,0.068,0.069,10.98,0.79,675,,1,0,
6227573,6835.9,255.6,153.7,4.295,0.021,0.025,1.35,0.051,0.053,2.01,0.21,1645,,3,0,
6308164,6084.0,279.0,295.7,4.367,0.029,0.044,1.094,0.076,0.113,1.68,0.12,110947,1,1,0,
6307957,5835.5,101.0,101.1,4.414,0.03,0.037,1.04,0.057,0.067,17.59,2.39,2027,,1,0,
6227168,5384.5,125.8,112.2,4.449,0.046,0.045,0.877,0.066,0.06,18.6,1.58,20577,,1,0,
6227213,5021.3,99.6,94.4,4.588,0.023,0.032,0.767,0.037,0.045,33.06,4.37,5787,,1,0,
6307430,5895.4,268.8,191.8,4.261,0.038,0.044,1.062,0.109,0.102,19.14,2.38,1368,,1,0,
6227103,5437.4,107.6,104.2,4.447,0.042,0.044,0.889,0.066,0.064,27.61,2.47,8841,,1,0,
6307013,6041.8,118.0,113.5,4.323,0.038,0.042,1.092,0.071,0.079,10.97,1.06,9309,,1,0,
6307328,7195.9,226.4,249.7,4.222,0.033,0.039,1.473,0.083,0.094,20.36,1.64,3936,,2,0,
6307325,5415.7,186.8,135.0,4.524,0.028,0.038,0.877,0.05,0.062,20.35,1.71,9896,,1,0,
6307167,5663.8,110.4,106.7,4.425,0.042,0.047,0.95,0.067,0.071,20.5,1.98,13334,,1,0,
6307767,5918.2,110.6,106.8,4.483,0.021,0.031,0.982,0.039,0.056,18.58,2.92,2495,,1,0,
6307746,6314.0,125.8,130.1,4.221,0.027,0.036,1.294,0.057,0.061,11.12,0.83,874,,1,0,
6385972,5528.2,96.8,89.9,4.542,0.019,0.032,0.883,0.033,0.052,8.2,0.67,28785,,1,0,
6385867,5294.4,91.5,78.3,4.33,0.031,0.023,0.864,0.043,0.03,0.58,0.04,102444,1,1,0,
6385956,6841.6,149.1,154.7,4.177,0.031,0.029,1.377,0.069,0.057,8.72,0.97,6586,,2,0,
6386764,5071.0,98.6,89.5,4.541,0.032,0.036,0.809,0.044,0.048,29.59,5.14,9238,,1,0,
6386598,6588.0,137.0,119.7,4.289,0.026,0.029,1.287,0.05,0.05,0.74,0.05,3312,1,3,0,
6386541,5204.4,107.5,97.1,4.505,0.039,0.04,0.838,0.053,0.053,34.46,3.85,8826,,1,0,
6386695,5630.7,102.7,98.9,4.498,0.027,0.038,0.927,0.044,0.06,13.52,1.01,42479,,1,0,
6465597,6646.4,122.2,114.2,4.429,0.01,0.012,1.133,0.019,0.02,6.48,0.51,15992,,1,0,
6386444,5978.0,196.0,178.0,3.82,0.576,0.144,1.15,0.165,0.268,14.04,1.29,2894,,2,,
6386480,6234.5,108.1,106.3,4.433,0.018,0.027,1.072,0.033,0.046,11.34,1.08,6022,,1,0,
6465248,5208.8,103.8,98.9,4.575,0.023,0.035,0.803,0.038,0.05,15.97,1.26,37435,,1,0,
6465033,5844.4,108.0,100.3,4.516,0.019,0.028,0.937,0.035,0.049,9.29,0.71,45211,,1,0,
6464993,6319.5,128.7,124.1,4.016,0.031,0.038,1.325,0.061,0.1,14.13,2.44,655,,1,0,
6464937,5168.7,95.5,90.3,4.597,0.021,0.031,0.77,0.036,0.045,21.81,2.55,8265,,1,0,
6465391,5686.9,115.4,111.5,4.44,0.04,0.05,0.955,0.062,0.07,18.73,2.52,4413,,1,0,
6465365,6011.4,114.5,114.1,4.324,0.039,0.042,1.08,0.074,0.078,8.76,0.73,568,,1,0,
6545682,6110.3,118.4,118.4,4.428,0.034,0.04,0.958,0.056,0.062,26.99,2.52,3756,,1,0,
6545714,6519.9,153.8,139.6,4.071,0.032,0.032,1.39,0.069,0.061,17.49,2.15,1183,,1,0,
6465289,5974.9,104.7,101.5,4.464,0.017,0.025,1.028,0.032,0.047,14.1,2.07,7973,,1,0,
6545403,5161.0,65.4,56.5,4.315,0.018,0.015,0.869,0.021,0.014,5.57,0.43,53433,1,1,0,
6545267,5849.3,132.2,129.6,4.35,0.053,0.057,1.016,0.076,0.08,10.61,0.9,4283,,1,0,
6545261,4886.4,76.2,66.1,4.485,0.032,0.022,0.827,0.04,0.025,34.45,2.5,4164,,1,0,
6545292,5962.6,97.9,97.3,4.433,0.018,0.028,1.081,0.037,0.052,20.49,3.14,2378,,1,0,
6306941,6447.0,151.5,146.1,4.289,0.026,0.035,1.258,0.061,0.074,3.24,0.23,8180,1,3,0,
6306827,5745.4,863.4,252.7,4.117,0.3,0.272,1.029,0.559,0.16,13.03,0.88,3147,,1,,
6306929,5071.7,202.1,118.2,3.883,0.089,0.074,0.916,0.139,0.065,9.56,0.79,1870,,3,,
6306718,6411.7,130.5,122.6,4.416,0.017,0.023,1.118,0.034,0.045,12.34,1.2,10346,,1,0,
6306744,5226.0,142.0,142.0,4.591,0.032,0.097,0.859,0.069,0.095,10.11,0.76,28697,,2,,
6385254,6402.3,167.2,166.5,4.234,0.039,0.044,1.266,0.07,0.077,22.4,1.71,4303,,1,0,
6385476,6455.6,250.9,278.6,4.403,0.02,0.024,1.139,0.051,0.059,9.15,0.91,2253,,1,0,
6385370,5082.6,96.1,86.8,4.526,0.035,0.035,0.814,0.047,0.047,26.67,2.59,13570,,1,0,
6385897,5937.6,116.9,114.3,4.396,0.05,0.065,1.124,0.071,0.07,22.42,2.2,2015,,1,,
6385711,5250.8,103.0,93.5,4.426,0.062,0.057,0.848,0.054,0.042,21.5,1.83,2615,,1,,
6385671,5101.5,83.6,72.5,4.485,0.034,0.024,0.799,0.046,0.033,36.07,4.03,2841,,1,0,
6385657,6152.0,129.4,122.4,4.229,0.038,0.041,1.173,0.067,0.082,14.03,1.05,1332,,1,0,
6464194,6129.6,112.9,111.0,4.403,0.024,0.036,1.09,0.045,0.068,10.68,0.8,42317,,1,0,
6464393,5564.8,99.7,94.2,4.527,0.022,0.034,0.899,0.037,0.054,24.68,2.51,11568,,1,0,
6463650,5160.4,79.4,87.3,4.501,0.029,0.036,0.926,0.044,0.051,41.57,4.78,2014,,1,0,
6463272,6038.4,120.4,115.4,4.054,0.033,0.052,1.248,0.067,0.12,16.08,3.09,1514,,1,0,
6463555,5258.8,110.0,103.3,4.532,0.032,0.042,0.842,0.045,0.056,8.74,0.64,50787,,1,0,
6463513,5100.7,84.4,77.0,4.482,0.037,0.032,0.851,0.053,0.044,34.7,4.61,5351,,1,0,
6463864,6640.6,137.7,136.1,4.212,0.032,0.032,1.345,0.068,0.057,5.41,0.39,10040,,1,0,
6463800,6122.4,127.4,118.4,4.019,0.032,0.051,1.303,0.066,0.123,10.08,0.86,842,,1,0,
6544160,6066.1,125.0,118.4,3.885,0.056,0.039,1.257,0.146,0.066,4.94,0.34,23556,1,1,0,
6544107,5422.2,103.9,100.4,4.544,0.024,0.039,0.864,0.039,0.055,13.52,1.01,50909,,1,0,
6543891,6729.0,140.6,134.4,4.007,0.031,0.031,1.598,0.072,0.076,15.65,2.85,2816,,1,0,
6543623,6079.6,148.6,127.6,4.143,0.034,0.036,1.271,0.058,0.077,15.53,1.35,5234,,1,0,
6543893,6068.0,82.0,82.0,4.04,0.182,0.112,1.294,0.131,0.145,26.63,3.64,8390,,2,,0
6543823,5590.5,192.7,162.0,4.285,0.043,0.042,0.938,0.087,0.074,22.23,3.31,1957,,1,0,
6543692,5978.3,206.4,160.0,4.517,0.017,0.026,0.946,0.032,0.044,21.37,2.37,1674,,1,0,
6464785,5958.0,124.0,133.1,4.075,0.05,0.062,1.176,0.094,0.102,14.9,1.44,6224,,1,0,
6464701,6288.2,137.1,134.8,3.959,0.034,0.048,1.327,0.07,0.114,18.78,1.6,995,,1,0,
6464797,6538.1,136.9,128.5,4.389,0.028,0.031,1.165,0.053,0.056,5.81,0.41,880,,1,0,
6545009,7028.4,149.3,153.0,3.93,0.039,0.041,1.656,0.084,0.089,2.98,0.19,535,1,2,0,
6544570,5859.6,157.7,151.5,3.853,0.049,0.036,1.253,0.089,0.076,18.98,2.19,1769,,1,0,
6544437,5515.6,110.1,111.1,4.494,0.035,0.048,0.903,0.051,0.063,4.51,0.36,675,,1,0,
6544636,6609.8,140.8,138.8,3.96,0.188,0.174,1.518,0.189,0.152,6.53,0.47,13214,,1,,
6544944,5737.7,127.4,123.6,4.204,0.05,0.052,1.007,0.087,0.079,20.9,1.97,1408,,1,0,
6544888,5538.8,110.7,107.2,4.5,0.035,0.049,0.904,0.051,0.06,18.84,1.64,1444,,1,0,
6545005,5690.2,98.7,98.3,4.482,0.015,0.023,1.032,0.03,0.043,17.23,1.61,16248,,1,0,
6630131,7166.4,161.8,159.4,4.176,0.033,0.031,1.454,0.078,0.068,15.01,1.06,2762,,2,0,
6630032,5842.3,91.5,89.5,4.489,0.014,0.021,1.014,0.027,0.037,8.21,0.6,54452,,1,0,
6544765,5883.0,159.0,177.0,4.422,0.139,0.186,0.828,0.114,0.061,18.66,2.24,1933,,2,,
6544841,5817.3,111.1,107.2,4.47,0.032,0.044,0.972,0.051,0.063,17.21,1.44,21395,,1,0,
6544069,5576.7,124.7,120.1,4.221,0.049,0.048,0.94,0.074,0.068,7.0,0.6,33366,,1,0,
6629042,6273.1,132.1,123.5,3.959,0.031,0.033,1.506,0.066,0.074,8.14,0.85,1421,,1,0,
6628632,6856.0,172.5,154.3,3.989,0.03,0.031,1.647,0.081,0.082,6.45,0.76,1828,,2,0,
6628885,6945.1,149.4,146.6,4.256,0.026,0.032,1.394,0.057,0.061,2.78,0.28,2221,,2,0,
6629271,5443.2,127.7,107.3,4.265,0.056,0.053,0.896,0.066,0.051,11.29,0.79,18575,,1,0,
6629307,6224.0,135.3,126.5,4.302,0.05,0.054,1.166,0.067,0.079,14.49,0.97,1463,,1,0,
6629210,5419.1,102.6,101.2,4.552,0.022,0.036,0.857,0.037,0.054,35.19,5.03,8613,,1,0,
6715283,5395.5,307.2,211.4,4.505,0.03,0.039,0.882,0.063,0.071,30.84,2.76,12667,,1,0,
6628827,6628.7,160.8,153.7,3.739,0.029,0.04,1.72,0.066,0.148,21.64,2.29,906,,2,0,
6143331,6526.6,118.4,115.1,4.336,0.019,0.023,1.286,0.037,0.039,11.93,0.98,8498,,1,0,
6143158,5587.0,107.4,105.3,4.475,0.037,0.049,0.924,0.054,0.065,22.58,2.06,10943,,1,0,
6143356,6270.0,91.8,108.6,4.317,0.019,0.026,1.308,0.034,0.049,9.48,0.7,1095,,1,0,
6224305,6470.2,143.8,127.4,4.163,0.031,0.03,1.336,0.062,0.052,6.79,0.57,1222,,1,0,
6224159,5208.5,108.3,102.4,4.55,0.027,0.037,0.827,0.04,0.054,8.92,0.66,36195,,1,0,
6224540,6233.8,132.4,124.9,4.338,0.036,0.045,1.155,0.062,0.076,7.14,0.58,10928,,1,0,
6224602,6316.1,127.8,132.7,4.209,0.033,0.042,1.249,0.062,0.071,24.49,1.67,1780,,1,0,
6225118,6134.3,119.0,116.8,4.38,0.039,0.05,1.098,0.06,0.072,3.8,0.29,32794,1,1,0,
6304869,6736.0,134.7,132.4,4.303,0.019,0.026,1.319,0.04,0.047,3.6,0.31,986,,1,0,
6304644,6005.4,153.7,147.6,4.136,0.207,0.233,1.144,0.198,0.139,2.53,0.18,9100,1,1,,
6224121,5623.5,130.0,121.3,4.145,0.045,0.042,0.952,0.074,0.064,36.69,3.31,1799,,1,0,
6224137,6776.8,139.6,135.9,4.352,0.019,0.024,1.233,0.032,0.04,3.43,0.31,6285,1,1,0,
6304528,5933.0,132.7,129.0,3.575,0.026,0.026,1.509,0.055,0.057,5.1,0.44,25083,1,1,0,
6383563,5345.7,113.4,107.7,4.548,0.029,0.041,0.846,0.044,0.056,25.94,4.24,2264,,1,0,
6383424,6781.5,138.7,139.8,4.186,0.03,0.031,1.452,0.07,0.07,2.72,0.3,1645,,1,0,
6383347,6243.1,104.0,100.7,4.4,0.015,0.021,1.16,0.03,0.039,9.29,0.9,8060,,1,0,
6382962,5390.7,108.4,106.0,4.524,0.033,0.047,0.867,0.047,0.058,11.84,0.92,30713,,1,0,
6383063,6177.5,136.9,136.2,4.142,0.028,0.038,1.325,0.053,0.06,19.25,2.68,901,,1,0,
6383133,6118.3,122.9,111.2,4.096,0.039,0.036,1.293,0.057,0.078,6.9,0.78,15197,,1,0,
6384132,5797.1,129.2,125.3,3.486,0.03,0.03,1.702,0.063,0.071,13.78,0.99,43053,,2,0,
6383654,7050.7,156.3,161.3,4.283,0.025,0.028,1.345,0.052,0.049,0.7,0.06,1394,,2,0,
6384089,5352.8,104.7,100.0,4.534,0.03,0.042,0.858,0.044,0.057,25.22,2.96,1372,,1,0,
6384202,5766.6,145.2,137.7,3.972,0.064,0.053,1.125,0.1,0.079,3.97,0.38,3618,,1,0,
6462827,6129.9,131.3,129.7,4.335,0.045,0.05,1.119,0.069,0.08,6.49,0.55,4419,,1,0,
6462902,6242.0,122.1,116.8,4.457,0.015,0.023,1.044,0.03,0.045,11.18,1.01,873,,1,0,
6383413,5408.2,110.0,92.1,4.304,0.042,0.037,0.883,0.06,0.045,14.9,1.32,38564,,1,0,
6462423,6977.5,150.7,155.6,4.152,0.032,0.03,1.382,0.07,0.054,2.42,0.14,1971,1,2,0,
6461990,7287.7,168.3,160.7,4.229,0.026,0.03,1.518,0.067,0.069,13.36,0.96,235,,2,0,
6461823,6181.3,124.9,114.7,4.019,0.032,0.048,1.276,0.061,0.111,9.64,0.81,576,,1,0,
6462645,6187.2,118.9,111.9,4.427,0.02,0.03,1.077,0.038,0.057,4.47,0.29,1094,,1,0,
6542477,5404.2,91.8,93.1,4.471,0.033,0.04,0.938,0.054,0.061,35.42,5.66,4670,,1,0,
6542322,6190.5,114.3,110.0,4.372,0.027,0.036,1.112,0.051,0.067,1.88,0.13,20875,1,1,0,
6542243,6595.9,181.3,167.2,4.016,0.036,0.038,1.454,0.081,0.079,33.94,3.8,2337,,1,0,
