KIC,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,flag1,flag2,flag3,flag4
5811127,6308.7,381.4,201.3,4.211,0.032,0.042,1.255,0.104,0.098,22.12,1.74,4118,,1,0,
5811650,5431.9,115.3,112.1,4.505,0.039,0.052,0.881,0.052,0.061,25.94,1.96,20123,,1,0,
5811471,6061.6,215.0,229.5,3.951,0.059,0.059,1.292,0.157,0.158,22.74,1.65,995,,1,0,
5811462,6278.9,151.0,139.0,4.175,0.044,0.041,1.254,0.064,0.076,16.3,1.24,1701,,1,0,
5896579,5999.2,139.6,129.0,4.178,0.046,0.047,1.14,0.076,0.094,21.06,1.55,1803,,1,0,
5896684,4605.3,72.4,70.7,4.582,0.024,0.02,0.727,0.032,0.027,18.73,1.4,62059,,1,0,
5896658,6500.3,151.8,135.2,4.252,0.027,0.028,1.34,0.06,0.059,3.72,0.25,335,,1,0,
5896656,6224.8,127.8,117.0,4.297,0.036,0.036,1.157,0.064,0.069,9.4,1.12,737,,1,0,
5639271,6078.8,120.5,127.0,4.192,0.041,0.043,1.041,0.079,0.075,2.45,0.16,328,1,1,0,
5639370,5171.1,84.7,82.2,4.549,0.025,0.034,0.839,0.036,0.049,5.76,0.39,62830,,1,0,
5724958,5445.1,110.3,106.4,4.564,0.025,0.036,0.841,0.042,0.05,23.54,2.02,3350,,1,0,
5724456,6217.7,137.4,132.2,4.116,0.043,0.041,0.95,0.071,0.06,18.2,1.09,2389,,1,0,
5724407,6853.6,157.4,157.6,4.321,0.021,0.025,1.316,0.042,0.047,4.0,0.29,3733,,1,0,
5724813,5957.4,107.3,106.0,4.434,0.027,0.039,1.028,0.049,0.066,9.35,0.7,26778,,1,0,
5724755,6737.3,365.2,222.9,4.06,0.031,0.031,1.473,0.112,0.093,2.8,0.36,1564,,1,0,
5724836,5121.4,97.4,91.4,4.578,0.022,0.033,0.792,0.035,0.049,6.96,0.6,24700,,1,0,
5724837,5563.0,99.6,96.5,4.514,0.026,0.039,0.907,0.042,0.058,6.85,0.55,26140,,1,0,
5725063,6503.5,147.0,136.1,3.767,0.029,0.028,1.75,0.08,0.075,15.38,3.54,1642,,1,0,
5725370,6028.2,101.6,97.5,4.513,0.015,0.024,0.949,0.026,0.038,6.48,0.45,44225,,1,0,
5810714,5517.2,124.2,109.0,4.501,0.023,0.032,0.933,0.044,0.056,12.61,0.9,34027,,1,0,
5810112,5367.8,91.3,88.9,4.551,0.023,0.037,0.851,0.036,0.055,7.77,0.61,32661,,1,0,
5810184,5406.0,98.1,98.1,4.509,0.034,0.046,0.878,0.049,0.06,5.23,0.38,54613,1,1,0,
5724286,5453.1,104.5,103.1,4.554,0.024,0.036,0.856,0.04,0.051,20.92,2.67,5294,,1,0,
5724266,5628.0,152.0,169.0,4.558,0.032,0.179,0.936,0.094,0.104,31.03,5.21,3764,,2,,
5809758,6343.5,128.9,125.3,4.148,0.03,0.032,1.338,0.057,0.057,10.52,0.8,13876,,1,0,
5724158,5330.6,123.3,108.2,4.506,0.039,0.045,0.863,0.054,0.06,2.47,0.17,135909,1,1,0,
5809639,5778.0,104.6,103.6,4.45,0.031,0.042,0.977,0.054,0.069,22.56,2.54,2306,,1,0,
5809567,6203.3,153.7,182.2,4.428,0.031,0.035,1.07,0.057,0.064,15.0,1.63,9429,,1,0,
5809372,6205.8,128.0,112.5,4.238,0.042,0.034,1.192,0.065,0.071,1.39,0.11,3785,1,3,0,
5809564,5652.0,152.0,152.0,4.6,0.036,0.135,0.829,0.089,0.08,21.48,1.64,4662,,2,,
5809710,6611.5,137.8,149.4,4.163,0.035,0.036,1.359,0.07,0.061,7.92,0.66,11938,,1,0,
5809967,5448.0,189.0,189.0,4.512,0.07,0.13,0.82,0.107,0.071,22.12,2.18,9579,,2,,
5810272,5349.0,204.0,185.0,4.514,0.067,0.114,0.831,0.096,0.078,31.65,1.26,2269,,2,,
5895289,5849.1,136.0,132.7,4.309,0.042,0.044,1.023,0.081,0.082,10.87,0.91,2460,,1,0,
5894972,6465.8,204.2,211.9,3.811,0.024,0.04,1.614,0.079,0.149,3.34,0.21,1056,,1,0,
5895158,5554.3,97.3,94.7,4.529,0.023,0.035,0.895,0.038,0.054,6.48,0.49,49691,,1,0,0
5810783,5911.2,114.4,113.0,4.394,0.037,0.045,1.029,0.065,0.076,19.4,2.52,2062,,1,0,
5810671,6722.3,136.4,137.3,4.306,0.021,0.027,1.298,0.041,0.044,2.86,0.29,6189,,1,0,
5810739,6259.6,135.0,123.1,4.429,0.022,0.028,1.08,0.042,0.054,15.51,2.83,2507,,1,0,
5895712,6385.5,137.1,128.3,4.405,0.025,0.031,1.125,0.049,0.056,6.26,0.52,8009,,1,0,
5895632,5941.7,124.4,117.7,4.463,0.03,0.039,0.999,0.05,0.061,17.69,1.65,11057,,1,0,
5895924,6245.3,128.2,123.7,4.399,0.028,0.036,1.112,0.05,0.063,6.25,0.47,39697,,1,0,
5895809,5359.3,181.4,168.8,4.513,0.05,0.071,0.859,0.069,0.067,15.53,1.36,21178,,1,,
5895891,6459.8,110.0,107.8,4.411,0.013,0.018,1.144,0.025,0.032,3.42,0.25,28432,1,1,0,
5896291,5365.6,104.1,102.5,4.552,0.024,0.038,0.848,0.038,0.054,24.2,2.03,2813,,1,0,
5896419,5817.4,180.6,135.4,4.201,0.039,0.045,1.049,0.097,0.09,27.02,4.08,1226,,1,0,
5896387,5955.8,98.4,95.2,4.477,0.015,0.023,1.019,0.029,0.041,10.98,0.99,23422,,1,0,
5980361,5116.3,97.4,92.7,4.569,0.024,0.034,0.801,0.036,0.05,21.51,1.66,26077,,1,0,
5980538,5119.5,94.1,88.8,4.597,0.021,0.03,0.767,0.035,0.045,31.29,4.37,4128,,1,0,
5980631,5301.5,115.2,108.0,4.515,0.039,0.049,0.853,0.052,0.057,24.03,1.91,11243,,1,0,
5895761,5899.1,98.6,96.5,4.472,0.017,0.027,1.02,0.033,0.046,7.29,0.52,34487,,1,0,
5980099,4865.0,76.0,71.6,4.524,0.031,0.022,0.785,0.041,0.03,30.0,3.49,15352,,1,0,
5979719,5078.3,80.7,73.0,4.449,0.028,0.02,0.82,0.039,0.026,28.38,4.12,1556,,1,0,
5979561,5971.9,116.2,113.9,4.054,0.031,0.053,1.252,0.064,0.118,9.82,0.87,11893,,1,0,
5979723,6334.4,126.9,121.9,3.978,0.03,0.035,1.404,0.072,0.091,3.1,0.33,2476,,1,0,
5980509,6666.1,138.3,147.7,4.129,0.033,0.033,1.391,0.074,0.064,4.61,0.39,7863,,1,0,
5979848,5938.6,101.9,102.1,4.418,0.026,0.036,1.064,0.048,0.062,21.97,3.08,871,,1,0,
6062048,4931.2,89.7,81.5,4.579,0.023,0.029,0.77,0.035,0.043,8.44,0.61,40481,,1,0,
6062024,6568.5,139.6,130.1,3.989,0.03,0.033,1.486,0.073,0.074,12.97,2.52,247,,1,0,
6062088,6101.7,105.7,101.3,4.442,0.017,0.024,1.078,0.031,0.041,15.32,1.89,6308,,1,0,0
5465831,5834.9,125.6,122.4,4.226,0.053,0.055,1.042,0.082,0.082,14.69,2.19,5454,,1,0,
5550692,7020.6,152.1,142.7,4.242,0.028,0.031,1.409,0.061,0.06,2.14,0.14,1680,,2,0,
5550563,5008.0,91.4,82.7,4.54,0.033,0.033,0.799,0.044,0.044,18.73,1.49,54325,,1,0,
5550756,5955.7,123.3,119.9,4.417,0.042,0.054,1.029,0.061,0.071,15.32,2.36,6359,,1,0,
5550495,5615.7,127.2,115.6,4.448,0.043,0.049,0.936,0.064,0.069,19.8,2.21,2605,,1,0,
5637448,5638.4,112.9,107.3,4.501,0.035,0.047,0.919,0.052,0.059,26.85,2.16,1044,,1,0,
5637306,6171.2,122.4,114.5,4.47,0.021,0.027,1.016,0.038,0.047,14.67,1.23,6420,,1,0,
5637313,6106.3,105.2,101.6,4.43,0.017,0.026,1.085,0.033,0.048,5.19,0.37,32055,,1,0,
5637094,6090.8,125.0,121.2,4.379,0.039,0.048,1.088,0.064,0.075,6.52,0.46,15281,,1,0,
5637164,5814.6,125.0,120.8,4.254,0.055,0.057,1.024,0.081,0.08,24.17,2.9,5963,,1,0,
5637289,5650.1,110.8,106.2,4.487,0.036,0.05,0.929,0.053,0.061,25.19,2.24,6164,,1,0,
5722703,5660.8,102.7,96.7,4.498,0.025,0.036,0.933,0.043,0.059,23.86,1.92,5060,,1,0,
5550330,6511.2,136.9,128.8,4.321,0.026,0.031,1.219,0.046,0.061,18.96,1.41,3052,,1,0,
5636577,6241.8,120.7,112.2,3.776,0.03,0.03,1.726,0.059,0.07,21.04,1.88,969,,1,0,
5636407,6238.9,102.7,101.8,4.447,0.013,0.019,1.08,0.025,0.033,17.27,3.6,1125,,1,0,
5636582,6357.4,131.3,123.7,3.91,0.034,0.044,1.45,0.07,0.131,12.76,1.13,678,,1,0,
5636737,5929.0,175.0,175.0,4.413,0.108,0.186,0.905,0.119,0.097,25.06,2.05,1110,,2,,
5637012,5717.7,118.1,112.1,4.431,0.042,0.051,0.965,0.064,0.072,6.17,0.46,30154,,1,0,
5636671,5906.6,105.7,102.9,4.438,0.028,0.04,1.015,0.05,0.068,16.86,1.32,3744,,1,0,
5721958,5908.4,148.4,135.4,4.475,0.026,0.034,0.987,0.047,0.061,20.21,3.38,3060,,1,0,
5722395,6623.6,129.7,116.4,4.358,0.015,0.02,1.234,0.027,0.037,5.97,0.52,627,,1,0,
5722229,6031.5,122.0,118.4,4.372,0.041,0.05,1.073,0.066,0.077,12.15,0.76,1228,,1,0,
5637591,6076.1,119.4,110.6,4.066,0.06,0.071,1.21,0.089,0.097,5.12,0.37,25980,,1,,
5637589,5341.4,109.5,93.1,4.391,0.052,0.044,0.864,0.061,0.045,7.92,0.59,34416,,1,0,
5723318,6582.0,125.2,120.9,4.265,0.023,0.027,1.388,0.046,0.053,2.51,0.2,7428,1,1,0,
5722734,5890.2,110.4,107.2,4.384,0.039,0.042,0.966,0.069,0.068,14.63,1.83,2889,,1,0,
5723085,6174.1,124.1,119.6,4.268,0.046,0.047,1.092,0.07,0.073,3.62,0.31,7229,,1,0,
5723096,6264.0,169.0,206.0,4.342,0.112,0.192,1.008,0.173,0.101,9.74,0.75,2853,,2,,
5808975,6320.1,129.7,124.6,4.289,0.035,0.047,1.212,0.064,0.076,5.48,0.42,17552,,1,0,
5723199,6306.1,108.8,126.6,4.305,0.027,0.028,1.244,0.054,0.058,1.64,0.12,11670,1,1,0,
5808667,5837.9,104.9,104.7,4.436,0.033,0.043,0.997,0.056,0.07,13.6,1.72,11364,,1,0,
5809018,6050.1,120.8,119.2,4.292,0.042,0.042,1.104,0.074,0.08,3.11,0.21,21325,1,1,0,
5808831,6406.7,135.5,138.3,3.954,0.038,0.046,1.295,0.087,0.09,4.99,0.69,3214,,1,0,
5808883,6334.9,129.8,123.2,3.835,0.032,0.032,1.69,0.064,0.077,10.31,0.67,203,,1,0,
5808880,5813.2,126.6,123.2,4.221,0.044,0.048,1.034,0.083,0.082,16.4,1.29,723,,1,0,
5722767,6471.5,134.3,135.7,4.03,0.032,0.033,1.403,0.072,0.07,5.44,0.54,3518,,1,0,
5722931,6447.2,137.1,122.5,3.742,0.036,0.035,1.785,0.075,0.079,3.02,0.71,2114,,1,0,
5722394,5353.3,100.4,83.2,4.274,0.038,0.032,0.877,0.05,0.035,13.43,1.11,26426,,1,0,
5722554,5821.2,112.5,107.4,4.298,0.04,0.042,1.014,0.075,0.075,26.48,2.16,3840,,1,0,
5808113,5912.3,127.6,118.0,4.241,0.041,0.047,1.071,0.077,0.084,14.08,1.25,17810,,1,0,
5808396,6017.7,107.9,100.7,4.453,0.022,0.033,1.025,0.04,0.058,5.56,0.4,44000,,1,0,
5808571,6119.5,120.2,117.3,4.264,0.037,0.04,1.039,0.071,0.071,10.03,1.03,2321,,1,0,
5808421,5518.1,96.8,95.8,4.52,0.026,0.04,0.895,0.043,0.057,22.74,2.31,11585,,1,0,
5808791,6175.6,187.1,194.2,3.632,0.031,0.03,1.43,0.082,0.075,13.61,1.11,4470,,1,0,
5893807,6432.1,142.5,139.0,4.026,0.052,0.055,1.393,0.082,0.081,5.23,0.3,516,,1,0,
5808611,5937.4,129.1,119.2,4.233,0.04,0.043,1.085,0.077,0.086,27.21,3.36,3919,,1,0,
5893899,6000.9,107.9,105.7,4.398,0.031,0.039,1.055,0.055,0.066,16.52,2.2,1920,,1,0,
5808236,5594.4,98.6,92.7,4.538,0.02,0.031,0.892,0.035,0.049,20.35,2.16,5054,,1,0,
5893570,5742.1,283.9,163.8,4.456,0.03,0.038,0.974,0.065,0.077,12.79,1.07,17628,,1,0,
5893500,5076.4,94.0,85.3,4.523,0.038,0.037,0.813,0.047,0.046,8.74,0.65,53726,,1,0,
5721501,7083.3,158.0,152.8,4.218,0.027,0.032,1.483,0.066,0.067,0.68,0.04,419,,2,0,
5721447,5640.1,110.5,109.7,4.427,0.043,0.05,0.943,0.066,0.071,22.11,1.78,15513,,1,0,
5721498,6167.4,139.2,122.5,4.071,0.032,0.041,1.28,0.066,0.108,5.72,0.66,7523,,1,0,
5721863,5438.0,179.0,163.0,4.387,0.153,0.187,0.862,0.111,0.065,27.22,1.89,4953,,2,,
5807359,5825.0,112.1,105.2,4.485,0.026,0.036,0.966,0.045,0.058,18.03,1.43,1630,,1,0,
5807377,5594.5,163.3,151.1,4.05,0.068,0.06,1.007,0.1,0.088,25.37,2.35,6003,,1,0,
5807260,6503.7,138.8,132.7,4.191,0.033,0.031,1.316,0.065,0.056,3.23,0.51,1157,,3,0,
5807496,5968.0,122.8,125.9,4.085,0.05,0.056,1.175,0.094,0.105,5.63,0.53,1835,,1,0,
5807205,6100.3,122.6,99.8,4.067,0.032,0.048,1.179,0.074,0.097,18.58,1.37,1242,,1,0,
5806860,5820.4,105.0,103.2,4.363,0.035,0.038,1.059,0.067,0.071,14.9,1.59,2495,,1,0,
5806530,5900.4,134.3,132.4,3.881,0.055,0.042,1.243,0.132,0.077,4.78,0.38,4801,,1,0,
5806573,6123.6,105.3,104.7,4.395,0.02,0.028,1.144,0.04,0.053,11.84,1.04,15759,,1,0,
5806765,5315.9,101.9,99.2,4.567,0.023,0.036,0.825,0.039,0.051,16.53,1.22,27676,,1,0,
5892037,6399.3,133.4,129.3,4.285,0.047,0.048,1.094,0.066,0.072,17.45,1.24,2966,,1,0,
5807077,6536.1,179.1,360.5,4.155,0.18,0.294,1.335,0.247,0.228,14.81,1.22,3410,,1,,
5891917,5607.9,117.7,113.6,4.247,0.054,0.054,0.947,0.073,0.069,5.49,0.4,30589,,1,0,
5891895,5896.0,113.6,115.7,4.117,0.042,0.053,1.121,0.094,0.09,16.09,1.37,4224,,1,0,
5891901,5485.5,115.8,104.6,4.317,0.058,0.055,0.901,0.068,0.058,23.7,2.37,7516,,1,0,
5892096,5651.3,89.7,87.7,4.499,0.016,0.026,0.988,0.031,0.044,14.98,1.63,33290,,1,0,
5891914,5352.4,96.3,95.0,4.663,0.02,0.023,0.71,0.025,0.028,23.21,1.78,9854,,1,0,
5807731,5733.2,130.9,132.9,4.169,0.064,0.071,1.019,0.095,0.084,6.0,0.42,66616,1,1,0,
5892953,5638.5,132.9,126.1,4.167,0.05,0.049,0.978,0.084,0.074,7.93,0.63,25976,,1,0,
5892675,5362.9,99.4,96.4,4.551,0.025,0.039,0.848,0.04,0.055,20.89,1.82,16770,,1,0,
5892439,6010.1,126.9,128.9,3.922,0.055,0.049,1.266,0.146,0.081,6.76,0.45,24791,,1,0,
5892991,5800.6,103.6,92.0,4.17,0.032,0.041,1.131,0.068,0.084,16.99,2.15,833,,1,0,
5892657,5519.9,113.0,107.2,4.378,0.045,0.044,0.908,0.071,0.064,30.83,4.15,2025,,1,0,
5893143,5461.5,119.9,112.4,4.411,0.047,0.046,0.894,0.071,0.063,24.89,1.93,3880,,1,0,
5893039,5657.4,114.0,107.7,4.497,0.023,0.032,0.93,0.044,0.055,24.04,1.56,3341,,1,0,
5893210,5654.9,110.6,107.7,4.456,0.035,0.044,0.945,0.058,0.069,32.38,1.99,6431,,1,0,
5892974,6162.8,99.0,95.6,4.461,0.011,0.015,1.069,0.023,0.027,15.09,1.89,5567,,1,0,
6059260,6364.9,129.3,124.2,3.799,0.107,0.102,1.582,0.153,0.163,3.03,0.33,671,,1,0,
5892356,6299.8,137.2,140.5,4.233,0.039,0.043,1.231,0.066,0.077,24.84,1.74,2232,,1,0,
5976831,6496.3,125.7,113.5,3.686,0.026,0.028,1.832,0.065,0.073,5.08,0.91,1631,,1,0,
5976705,5705.9,132.5,113.5,4.441,0.038,0.044,0.962,0.065,0.072,20.51,2.76,3375,,1,0,
5976530,6299.8,117.5,113.3,4.383,0.024,0.033,1.143,0.044,0.061,9.88,1.02,5921,,1,0,
5977073,5979.3,168.3,164.4,4.427,0.026,0.036,1.038,0.055,0.075,7.65,0.55,28660,,1,0,
6059055,5946.1,127.7,116.1,4.221,0.05,0.05,1.094,0.077,0.085,1.98,0.14,134469,1,1,0,
5976800,6315.8,116.0,108.8,4.286,0.023,0.026,1.324,0.045,0.049,9.37,0.84,580,,1,0,
6058575,6003.2,112.8,107.5,4.429,0.029,0.04,1.039,0.05,0.066,12.34,0.89,14467,,1,0,
6058544,5719.2,123.4,117.9,4.273,0.042,0.044,1.01,0.073,0.072,5.23,0.31,453,,1,0,
6058659,6412.6,126.1,121.9,4.359,0.021,0.03,1.194,0.042,0.06,7.6,0.69,14453,,1,0,
6058987,5755.6,115.3,111.4,4.443,0.044,0.057,0.969,0.061,0.069,10.97,0.81,44439,,1,0,
5809336,6308.1,134.4,125.0,4.266,0.043,0.042,1.18,0.064,0.071,20.29,3.31,950,,1,0,
5809573,5761.7,106.8,103.1,4.511,0.021,0.032,0.935,0.038,0.053,20.78,1.94,7550,,1,0,
5894480,5770.7,123.2,118.6,4.211,0.05,0.051,1.018,0.087,0.08,26.27,5.89,1600,,1,0,
5894197,5451.9,93.3,88.6,4.437,0.039,0.029,0.792,0.053,0.039,46.74,2.19,2333,,1,0,
5894141,5520.7,104.8,101.3,4.539,0.024,0.036,0.88,0.039,0.053,11.29,0.98,38027,,1,0,
5894184,6257.0,175.0,241.0,4.454,0.056,0.21,1.079,0.144,0.158,2.08,0.16,12246,1,2,,
5894407,5528.8,306.9,258.1,3.96,0.145,0.114,1.025,0.219,0.152,7.3,0.64,40478,,1,,
5894530,5114.7,99.2,92.4,4.527,0.04,0.045,0.816,0.048,0.047,6.85,0.48,11331,,1,0,
5979096,5915.0,111.7,110.0,3.964,0.039,0.049,1.319,0.101,0.103,13.45,1.13,490,,1,0,
5979251,5162.5,99.3,93.0,4.546,0.03,0.038,0.821,0.041,0.053,5.88,0.4,109117,,1,0,
5978815,5183.5,101.0,93.1,4.518,0.035,0.038,0.834,0.049,0.053,19.67,1.59,9613,,1,0,
5978777,5827.8,105.3,102.9,4.505,0.02,0.03,0.949,0.037,0.053,5.52,0.4,27311,,1,0,
5979001,5203.7,98.4,92.9,4.558,0.025,0.037,0.82,0.038,0.053,8.56,0.63,30319,,1,0,
5979075,5417.0,180.0,180.0,4.499,0.063,0.158,0.918,0.082,0.082,45.46,3.89,972,,2,,
5894073,5966.1,100.2,98.3,4.429,0.024,0.034,1.053,0.045,0.058,8.27,0.65,23012,,1,0,
5978549,6209.0,155.3,138.8,4.242,0.051,0.047,1.19,0.072,0.085,13.98,0.93,21409,,1,0,
5978266,5748.6,129.9,114.0,4.581,0.013,0.02,0.851,0.022,0.032,21.07,2.83,4121,,1,0,
5978423,6061.5,134.2,125.8,4.436,0.03,0.038,1.043,0.054,0.064,10.54,0.97,10727,,1,0,
5978436,6605.3,135.3,124.8,3.872,0.031,0.032,1.557,0.072,0.077,4.52,0.32,10875,,1,0,
5978095,6393.2,129.4,117.2,3.834,0.036,0.043,1.578,0.074,0.137,2.18,0.2,1526,,1,0,
5978209,5951.0,77.0,82.0,4.381,0.08,0.12,1.033,0.075,0.06,12.68,1.7,5498,,2,,
5978395,5569.7,103.8,97.9,4.56,0.02,0.03,0.862,0.034,0.044,27.19,2.85,15034,,1,0,
5978361,5564.1,102.1,99.4,4.52,0.025,0.038,0.902,0.041,0.056,34.66,5.77,6761,,1,,1
5978312,5169.8,134.8,99.3,4.699,0.014,0.017,0.66,0.022,0.021,27.04,3.32,2385,,1,,
6060311,6467.3,156.1,153.4,3.434,0.088,0.053,2.071,0.163,0.115,5.95,0.78,3929,,2,0,
6060193,6468.6,130.0,126.3,4.309,0.026,0.037,1.253,0.049,0.065,20.05,1.55,2517,,1,0,
6060426,6074.2,237.1,162.9,4.431,0.025,0.032,1.056,0.052,0.069,17.47,2.09,2614,,1,0,
6060431,5987.5,108.8,103.3,4.449,0.024,0.035,1.024,0.044,0.062,19.1,2.07,5208,,1,0,
6060355,6229.6,46.7,37.8,4.524,0.007,0.005,0.98,0.009,0.013,8.43,0.63,6444,,1,,
6141620,6569.0,72.0,85.0,4.136,0.09,0.11,1.5,0.1,0.091,2.83,0.3,1544,,2,,
5979712,5992.0,161.0,161.0,4.301,0.214,0.175,0.87,0.12,0.07,15.61,4.77,2277,,2,,
6061253,5427.7,289.2,195.0,4.535,0.044,0.072,0.859,0.09,0.077,20.62,2.36,3562,,1,,
6061047,5658.2,97.5,97.6,4.432,0.039,0.054,1.072,0.05,0.056,15.51,1.3,20831,,1,,
6061107,6013.3,128.2,124.6,4.217,0.038,0.043,1.123,0.075,0.087,5.23,0.4,24432,,1,0,
6061005,5524.4,103.3,100.5,4.529,0.024,0.038,0.89,0.039,0.055,35.68,1.96,6520,,1,0,
6061714,6042.0,122.5,107.2,4.108,0.035,0.038,1.225,0.064,0.096,2.15,0.2,1798,,3,0,
6061773,4941.3,78.0,72.4,4.556,0.027,0.032,0.807,0.038,0.044,16.19,1.24,65531,,1,0,1
6061774,6080.3,121.0,114.5,4.442,0.026,0.035,1.041,0.046,0.059,15.21,1.93,12381,,1,0,
6061830,6199.1,146.5,129.4,4.234,0.052,0.05,1.191,0.07,0.085,22.9,2.01,802,,1,0,
6143126,6305.5,119.4,131.9,4.096,0.029,0.032,1.346,0.059,0.058,17.9,1.99,168,,1,0,
6143040,5330.3,122.4,113.6,4.426,0.09,0.139,0.903,0.062,0.055,30.38,2.03,24057,,1,,
6143030,6289.2,127.0,127.6,4.331,0.052,0.066,1.267,0.08,0.086,13.35,0.92,7067,,1,,
6060847,6220.3,122.7,117.2,3.912,0.025,0.045,1.468,0.064,0.137,22.4,1.65,1237,,1,0,
6142433,6047.5,127.8,111.9,4.157,0.047,0.045,1.174,0.069,0.094,17.99,3.93,1063,,1,0,
6142102,5480.9,99.2,100.0,4.501,0.034,0.046,0.895,0.049,0.061,27.57,3.24,1663,,1,0,
6142202,6109.3,117.2,114.3,4.341,0.06,0.068,1.106,0.073,0.078,19.78,1.33,1002,,1,,
6142232,6134.0,82.0,73.0,3.852,0.182,0.078,1.327,0.176,0.16,10.28,0.95,1649,,2,0,
6142317,5769.6,115.3,112.0,4.332,0.04,0.041,1.04,0.07,0.071,28.0,1.9,3063,,1,0,
6060585,6741.5,143.1,141.5,3.883,0.038,0.04,1.675,0.081,0.086,8.94,0.58,653,,2,0,
6060563,6257.9,128.1,117.9,3.956,0.032,0.041,1.412,0.066,0.117,15.87,1.62,443,,1,0,
6060450,6447.0,132.8,122.6,3.872,0.032,0.036,1.545,0.075,0.11,17.95,1.41,497,,1,0,
6060654,5906.0,121.0,122.8,4.103,0.049,0.06,1.132,0.098,0.093,12.95,0.8,2010,,1,0,
6142078,6198.5,139.0,124.8,4.014,0.042,0.046,1.327,0.075,0.117,4.69,0.7,2071,,1,0,
6142471,6578.8,133.6,133.3,4.226,0.033,0.033,1.322,0.064,0.058,5.1,0.74,1303,,1,0,
6223827,5634.3,106.0,101.4,4.526,0.021,0.032,0.908,0.036,0.052,23.21,1.82,9251,,1,0,
6142199,5823.7,131.5,127.5,4.157,0.064,0.061,1.064,0.108,0.095,28.98,1.9,1793,,1,,
6223697,6232.2,140.4,134.6,4.165,0.056,0.051,1.24,0.067,0.085,10.73,0.85,1991,,1,0,
6059842,5919.7,122.7,109.9,4.26,0.034,0.04,1.154,0.064,0.073,10.39,0.73,46697,,1,0,
6059860,6210.4,153.7,120.3,3.436,0.027,0.024,1.854,0.07,0.076,3.26,0.21,2289,1,2,0,
6059649,5145.0,82.1,79.2,4.525,0.027,0.036,0.884,0.042,0.051,8.44,0.58,88589,,1,0,
6059644,5080.1,104.0,97.9,4.573,0.027,0.037,0.788,0.043,0.05,19.39,1.46,49921,,1,0,
6060010,6277.6,103.7,102.3,4.398,0.014,0.021,1.165,0.031,0.037,5.76,0.42,33801,,1,0,
6060203,5760.3,123.2,118.1,4.282,0.048,0.05,1.03,0.073,0.073,27.99,2.15,3870,,1,0,0
6141529,5715.9,126.7,119.9,3.874,0.035,0.036,1.183,0.066,0.069,27.75,1.57,2662,,1,0,
6141438,6665.9,136.1,148.4,4.14,0.045,0.044,1.385,0.075,0.064,2.61,0.22,1860,,1,0,
6059892,5786.2,103.2,100.5,4.43,0.034,0.04,0.972,0.06,0.066,9.43,0.7,43847,,1,0,
6059961,5636.8,111.3,105.4,4.049,0.04,0.036,0.906,0.062,0.055,18.66,2.06,1125,,1,0,
6141120,6059.8,114.8,108.2,4.463,0.021,0.03,1.018,0.039,0.054,16.29,1.28,953,,1,0,
6141071,5776.7,116.2,109.7,4.466,0.044,0.058,0.961,0.062,0.066,18.86,2.07,4911,,1,0,
6141431,6617.1,143.7,132.7,3.959,0.033,0.035,1.616,0.072,0.078,5.66,0.64,2364,,1,0,
6141207,6460.5,120.7,120.4,4.28,0.027,0.033,1.321,0.051,0.056,8.0,0.61,395,,1,0,
6059270,5146.1,98.1,90.8,4.565,0.025,0.035,0.807,0.037,0.051,15.42,1.21,24929,,1,0,
6140265,5638.3,121.5,116.7,4.399,0.064,0.068,0.943,0.07,0.07,23.05,2.69,951,,1,0,
6140892,5969.8,121.6,121.4,4.4,0.031,0.04,1.047,0.061,0.077,8.73,0.75,16267,,1,0,
6141033,5427.8,113.5,105.0,4.421,0.06,0.059,0.885,0.066,0.06,17.84,1.55,20275,,1,0,
6141016,5646.1,111.3,109.5,4.515,0.026,0.037,0.916,0.044,0.056,35.43,2.2,3562,,1,0,
6222407,5860.8,124.6,124.3,4.042,0.058,0.057,1.13,0.121,0.084,18.51,1.91,1276,,1,0,
6140659,5289.7,104.0,90.5,4.423,0.048,0.04,0.854,0.06,0.045,27.28,4.33,9365,,1,0,
6222157,5008.9,79.0,73.1,4.506,0.034,0.026,0.804,0.048,0.036,38.5,5.74,10031,,1,0,
6222064,5944.0,178.0,196.0,4.294,0.18,0.18,0.99,0.146,0.119,20.48,1.68,439,,2,,
6222304,5361.2,104.2,85.2,4.264,0.046,0.043,0.88,0.052,0.037,26.12,2.19,4078,,1,0,
6222237,5229.6,99.9,91.6,4.512,0.039,0.043,0.842,0.05,0.054,28.34,2.11,7256,,1,0,
6223256,6035.9,120.7,116.8,4.147,0.044,0.047,1.119,0.079,0.085,2.08,0.15,59006,1,1,0,
6223120,6755.8,142.2,135.3,4.275,0.026,0.03,1.323,0.051,0.049,13.12,2.89,844,,1,0,
6222793,5384.5,101.2,98.3,4.55,0.026,0.039,0.851,0.04,0.054,21.96,1.79,20091,,1,0,
6222739,5116.6,114.8,95.4,4.535,0.036,0.04,0.816,0.048,0.05,17.36,2.39,2861,,1,0,
6223082,5582.9,101.4,97.7,4.539,0.022,0.033,0.887,0.038,0.05,14.47,1.07,23341,,1,0,
6223262,6541.8,113.5,125.0,4.32,0.017,0.023,1.298,0.035,0.042,6.71,0.66,1241,,1,0,
